character,pinyin,definition_en,learning_band,frequency_rank,token,frequency_per_million,coverage_rate_pct,rank_3500,rank_7000,in_3500,in_7000,in_corpus,source
的,de,"of; ~'s (possessive particle); (used after an attribute when it modifies a noun); (used at the end of a declarative sentence for emphasis); (used after a noun, verb or adjective to form a nominal expression, as in 皮革的[pi2 ge2 de5] ""one made of leather"" or 跑堂兒的|跑堂儿的[pao3 tang2 r5 de5] ""a waiter (literally, one who runs back and forth in a restaurant)"" or 新的[xin1 de5] ""new one""); also pr. [di4] or [di5] in poetry and songs",Zero Beginner,1.0,76938354.0,40529.65052843019,4.052965052843019,2114.0,3790.0,True,True,True,"3500, 7000, corpus"
一,yī,"one; single; a (article); as soon as; entire; whole; all; throughout; ""one"" radical in Chinese characters (Kangxi radical 1); also pr. [yao1] for greater clarity when spelling out numbers digit by digit",Zero Beginner,2.0,35278860.0,18584.22740420746,5.911387793263765,1.0,1.0,True,True,True,"3500, 7000, corpus"
了,le,"(completed action marker); (modal particle indicating change of state, situation now); (modal particle intensifying preceding clause)",Zero Beginner,3.0,34812434.0,18338.523125462772,7.745240105810042,63.0,69.0,True,True,True,"3500, 7000, corpus"
是,shì,to be (followed by substantives only); correct; right; true; (respectful acknowledgement of a command) very well; (adverb for emphatic assertion),Zero Beginner,4.0,31422712.0,16552.88253262488,9.400528359072531,1450.0,2383.0,True,True,True,"3500, 7000, corpus"
不,bù,no; not so; (bound form) not; un-,Zero Beginner,5.0,29858097.0,15728.673333120305,10.973395692384562,9.0,9.0,True,True,True,"3500, 7000, corpus"
我,wǒ,I; me; my,Zero Beginner,6.0,29569261.0,15576.520063243623,12.531047698708925,1163.0,1959.0,True,True,True,"3500, 7000, corpus"
在,zài,to exist; to be alive; (of sb or sth) to be (located) at; (used before a verb to indicate an action in progress),Zero Beginner,7.0,19195987.0,10112.07810162262,13.542255508871186,631.0,996.0,True,True,True,"3500, 7000, corpus"
人,rén,"person; people; CL:個|个[ge4],位[wei4],名[ming2]",Zero Beginner,8.0,18435295.0,9711.360133055568,14.513391522176743,87.0,103.0,True,True,True,"3500, 7000, corpus"
有,yǒu,to have; there is; (bound form) having; with; -ful; -ed; -al (as in 有意[you3 yi4] intentional),Zero Beginner,9.0,17847013.0,9401.46444862013,15.453537967038756,1487.0,2451.0,True,True,True,"3500, 7000, corpus"
这,zhè,"(pronoun) this; these; (bound form) this; the (followed by a noun); (bound form) this; these (followed by a classifier) (in this sense, commonly pr. [zhei4], esp. in Beijing)",Zero Beginner,10.0,17648808.0,9297.053852794446,16.3832433523182,3108.0,5882.0,True,True,True,"3500, 7000, corpus"
他,tā,"(third-person singular) (since the early 20th century, usu. male) he; him; his; (bound form) other; another; some other (as in 他日[ta1 ri4] and 他人[ta1 ren2])",Zero Beginner,11.0,17596473.0,9269.48477768263,17.310191830086463,101.0,122.0,True,True,True,"3500, 7000, corpus"
来,lái,"to come; (used as a substitute for a more specific verb); hither (directional complement for motion toward the speaker, as in 回來|回来[hui2 lai5]); ever since (as in 自古以來|自古以来[zi4 gu3 yi3 lai2]); for the past (amount of time); (prefix) the coming ...; the next ... (as in 來世|来世[lai2 shi4]); (between two verbs) in order to; (after a round number) approximately; (used after 得[de2] to indicate possibility, as in 談得來|谈得来[tan2 de5 lai2], or after 不[bu4] to indicate impossibility, as in 吃不來|吃不来[chi1 bu5 lai2])",Zero Beginner,12.0,14837007.0,7815.8509681383675,18.0917769269003,1520.0,2493.0,True,True,True,"3500, 7000, corpus"
个,gè,used in 自個兒|自个儿[zi4 ge3 r5],Zero Beginner,13.0,14789406.0,7790.775673509581,18.870854494251258,26.0,28.0,True,True,True,"3500, 7000, corpus"
你,nǐ,"you (informal, as opposed to courteous 您[nin2])",Zero Beginner,14.0,14221925.0,7491.83755726753,19.620038249978013,151.0,196.0,True,True,True,"3500, 7000, corpus"
说,shuō,to persuade,Zero Beginner,15.0,12000460.0,6321.612364886378,20.25219948646665,2920.0,5524.0,True,True,True,"3500, 7000, corpus"
上,shàng,used in 上聲|上声[shang3 sheng1],Zero Beginner,16.0,11918291.0,6278.3273102792755,20.880032217494577,7.0,7.0,True,True,True,"3500, 7000, corpus"
到,dào,to reach; to arrive; to leave for; to go to; to (a place); until (a time); up to (a point); (verb complement indicating arriving at a place or reaching a point); considerate; thoughtful; thorough,Zero Beginner,17.0,11505436.0,6060.843207761109,21.48611653827069,319.0,455.0,True,True,True,"3500, 7000, corpus"
就,jiù,(after a suppositional clause) in that case; then; (after a clause of action) as soon as; immediately after; (same as 就是[jiu4 shi4]) merely; nothing else but; simply; just; precisely; exactly; only; as little as; as much as; as many as; to approach; to move towards; to undertake; to engage in; (often followed by 著|着[zhe5]) taking advantage of; (of food) to go with; with regard to; concerning; (bound form) to reach; to attain (as in 一蹴而就[yi1 cu4 er2 jiu4]); (pattern: 就[jiu4] ... 也[ye3] ...) even if ... still ...; (pattern: 不[bu4] ... 就[jiu4] ...) if not ... then must be ...,Zero Beginner,18.0,11305679.0,5955.615048076179,22.081678043078306,876.0,1435.0,True,True,True,"3500, 7000, corpus"
着,zhe,a move in chess (Taiwan pr. [zhuo2]); trick; tactic; (dialect) okay; all right; (dialect) to put in; to add,Zero Beginner,19.0,11165468.0,5881.754580119694,22.669853501090273,2152.0,3859.0,True,True,True,"3500, 7000, corpus"
大,dà,big; large; great; older (than another person); eldest (as in 大姐[da4 jie3]); greatly; freely; fully; (dialect) father; (dialect) uncle (father's brother),Zero Beginner,20.0,10828984.0,5704.50125691488,23.24030362678176,712.0,1162.0,True,True,True,"3500, 7000, corpus"
们,men,"plural marker for pronouns, and nouns referring to individuals",Zero Beginner,21.0,10741873.0,5658.612851410624,23.80616491192282,109.0,135.0,True,True,True,"3500, 7000, corpus"
道,dào,"road; path (CL:條|条[tiao2],股[gu3]); (bound form) way; reason; principle; (bound form) a skill; an art; a specialization; (Daoism) the Way; the Dao; to say (introducing a direct quotation, as in a novel); (bound form) to express; to extend (polite words); classifier for long thin things (rivers, cracks, shadows etc), barriers (walls, doors etc), questions (in an exam etc), commands, courses in a meal, steps in a process; (old) circuit (administrative division)",Zero Beginner,22.0,10625536.0,5597.32874916006,24.365897786838826,3147.0,5948.0,True,True,True,"3500, 7000, corpus"
那,nà,surname Na,Zero Beginner,23.0,9929703.0,5230.777258909189,24.888975512729743,3159.0,5976.0,True,True,True,"3500, 7000, corpus"
么,me,exclamatory final particle,Zero Beginner,24.0,9727134.0,5124.067791510217,25.401382291880765,39.0,43.0,True,True,True,"3500, 7000, corpus"
也,yě,surname Ye,Zero Beginner,25.0,9508702.0,5009.001999691664,25.90228249184993,55.0,60.0,True,True,True,"3500, 7000, corpus"
地,dì,"-ly; structural particle: used before a verb or adjective, linking it to preceding modifying adverbial adjunct",Zero Beginner,26.0,8804040.0,4637.799561429667,26.3660624479929,632.0,1003.0,True,True,True,"3500, 7000, corpus"
子,zi,"son; child; seed; egg; small thing; 1st earthly branch: 11 p.m.–1 a.m., midnight, 11th solar month (7th December to 5th January), year of the rat; viscount, fourth of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4]; ancient Chinese compass point: 0° (north); subsidiary; subordinate; (prefix) sub-",Zero Beginner,27.0,8641973.0,4552.425771496612,26.82130502514256,796.0,1326.0,True,True,True,"3500, 7000, corpus"
下,xià,"down; downwards; below; lower; later; next (week etc); second (of two parts); to decline; to go down; to arrive at (a decision, conclusion etc); measure word to show the frequency of an action",Zero Beginner,28.0,8550882.0,4504.44077826053,27.271749102968613,8.0,8.0,True,True,True,"3500, 7000, corpus"
出,chū,"to go out; to come out; to arise; to occur; to produce; to yield; to go beyond; to exceed; (used after a verb to indicate an outward direction or a positive result); classifier for dramas, plays, operas etc",Zero Beginner,29.0,8294943.0,4369.617017583301,27.708710804726945,295.0,425.0,True,True,True,"3500, 7000, corpus"
时,shí,surname Shi,Zero Beginner,30.0,8207119.0,4323.353017342162,28.14104610646116,1433.0,2358.0,True,True,True,"3500, 7000, corpus"
看,kàn,to look after; to take care of; to watch; to guard,Zero Beginner,31.0,8030267.0,4230.190772731965,28.564065183734357,2144.0,3840.0,True,True,True,"3500, 7000, corpus"
要,yào,(bound form) to demand; to coerce,Zero Beginner,32.0,7944606.0,4185.066199441564,28.982571803678514,2857.0,5404.0,True,True,True,"3500, 7000, corpus"
她,tā,she,Zero Beginner,33.0,7870163.0,4145.851053582219,29.397156909036735,743.0,1201.0,True,True,True,"3500, 7000, corpus"
中,zhōng,(bound form) China; Chinese; surname Zhong,Zero Beginner,34.0,7680869.0,4046.1346017963037,29.801770369216364,27.0,30.0,True,True,True,"3500, 7000, corpus"
没,méi,(negative prefix for verbs) have not; not,Zero Beginner,35.0,7560391.0,3982.669100099137,30.200037279226276,1727.0,2916.0,True,True,True,"3500, 7000, corpus"
然,rán,correct; right; so; thus; like this; -ly,Zero Beginner,36.0,7339938.0,3866.5386842087214,30.586691147647148,1932.0,3343.0,True,True,True,"3500, 7000, corpus"
里,lǐ,lining; interior; inside; internal; also written 裏|里[li3],Zero Beginner,37.0,7329328.0,3860.949539526647,30.972786101599812,3192.0,6096.0,True,True,True,"3500, 7000, corpus"
为,wèi,as (in the capacity of); to take sth as; to act as; to serve as; to behave as; to become; to be; to do; by (in the passive voice),Zero Beginner,38.0,7309300.0,3850.3991729203717,31.35782601889185,33.0,36.0,True,True,True,"3500, 7000, corpus"
过,guò,surname Guo,Zero Beginner,39.0,7307184.0,3849.28450466898,31.742754469358747,3101.0,5873.0,True,True,True,"3500, 7000, corpus"
自,zì,(bound form) self; oneself; from; since; naturally; as a matter of course,Zero Beginner,40.0,7261699.0,3825.323878291586,32.12528685718791,2592.0,4750.0,True,True,True,"3500, 7000, corpus"
好,hǎo,good; appropriate; proper; all right!; (before a verb) easy to; (before a verb) good to; (before an adjective for exclamatory effect) so; (verb complement indicating completion); (of two people) close; on intimate terms; (after a personal pronoun) hello,Zero Beginner,41.0,7259684.0,3824.262414904745,32.50771309867839,744.0,1202.0,True,True,True,"3500, 7000, corpus"
得,dé,to obtain; to get; to gain; to catch (a disease); proper; suitable; proud; contented; to allow; to permit; ready; finished,Zero Beginner,42.0,7186260.0,3785.584058718448,32.88627150455023,1043.0,1735.0,True,True,True,"3500, 7000, corpus"
去,qù,to go; to go to (a place); (of a time etc) last; just passed; to send; to remove; to get rid of; to reduce; to be apart from in space or time; to die (euphemism); to play (a part); (when used either before or after a verb) to go in order to do sth; (after a verb of motion indicates movement away from the speaker); (used after certain verbs to indicate detachment or separation),Zero Beginner,43.0,7182400.0,3783.550684687081,33.26462657301894,427.0,612.0,True,True,True,"3500, 7000, corpus"
可,kě,(prefix) can; may; able to; -able; to approve; to permit; to suit; (particle used for emphasis) certainly; very; but; however,Zero Beginner,44.0,7069176.0,3723.9064511825404,33.63701721813719,455.0,643.0,True,True,True,"3500, 7000, corpus"
会,huì,can; to have the skill; to know how to; to be likely to; to be sure to; to meet; to get together; meeting; gathering; (suffix) union; group; association; (bound form) a moment (Taiwan pr. [hui3]),Zero Beginner,45.0,6824927.0,3595.240758491499,33.99654129398634,126.0,157.0,True,True,True,"3500, 7000, corpus"
天,tiān,day; sky; heaven,Zero Beginner,46.0,6797499.0,3580.7922136903744,34.35462051535538,713.0,1163.0,True,True,True,"3500, 7000, corpus"
还,hái,surname Huan,Zero Beginner,47.0,6776145.0,3569.543335694049,34.71157484892478,3107.0,5881.0,True,True,True,"3500, 7000, corpus"
心,xīn,"heart; mind; intention; center; core; CL:顆|颗[ke1],個|个[ge4]",Zero Beginner,48.0,6555833.0,3453.48719590167,35.056923568514954,1051.0,1748.0,True,True,True,"3500, 7000, corpus"
后,hòu,surname Hou,Zero Beginner,49.0,6544446.0,3447.488742509137,35.401672442765864,474.0,665.0,True,True,True,"3500, 7000, corpus"
以,yǐ,abbr. for Israel 以色列[Yi3 se4 lie4],Zero Beginner,50.0,6523162.0,3436.2767391714115,35.745300116683005,107.0,131.0,True,True,True,"3500, 7000, corpus"
小,xiǎo,small; tiny; few; young,Zero Beginner,51.0,6383822.0,3362.8750973240767,36.08158762641541,868.0,1422.0,True,True,True,"3500, 7000, corpus"
都,dōu,surname Du,Zero Beginner,52.0,6342930.0,3341.3339753316754,36.41572102394858,3170.0,6021.0,True,True,True,"3500, 7000, corpus"
和,hé,surname He,Zero Beginner,53.0,6252031.0,3293.450124016325,36.74506603635021,519.0,732.0,True,True,True,"3500, 7000, corpus"
对,duì,right; correct; towards; at; for; concerning; regarding; to treat (sb a certain way); to face; (bound form) opposite; facing; matching; to match together; to adjust; to fit; to suit; to answer; to reply; to add; to pour in (a fluid); to check; to compare; classifier: couple; pair,Zero Beginner,54.0,6195038.0,3263.427303765104,37.07140876672672,858.0,1412.0,True,True,True,"3500, 7000, corpus"
想,xiǎng,to think (about); to think of; to devise; to think (that); to believe (that); to desire; to want (to); to miss (feel wistful about the absence of),Zero Beginner,55.0,6140550.0,3234.724069510923,37.39488117367781,1128.0,1893.0,True,True,True,"3500, 7000, corpus"
能,néng,surname Neng,Zero Beginner,56.0,5933639.0,3125.727319717081,37.707453905649515,2550.0,4669.0,True,True,True,"3500, 7000, corpus"
起,qǐ,"to rise; to raise; to get up; to set out; to start; to appear; to launch; to initiate (action); to draft; to establish; to get (from a depot or counter); verb suffix, to start; starting from (a time, place, price etc); classifier for occurrences or unpredictable events: case, instance; classifier for groups: batch, group",Zero Beginner,57.0,5819918.0,3065.8212761364816,38.01403603326316,3016.0,5688.0,True,True,True,"3500, 7000, corpus"
之,zhī,"(possessive particle, literary equivalent of 的[de5]); him; her; it",Zero Beginner,58.0,5373763.0,2830.795371741493,38.297115570437306,41.0,45.0,True,True,True,"3500, 7000, corpus"
手,shǒu,"hand; (formal) to hold; person engaged in certain types of work; person skilled in certain types of work; personal(ly); convenient; classifier for skill; CL:雙|双[shuang1],隻|只[zhi1]",Zero Beginner,59.0,5076179.0,2674.0338231014953,38.564518952747456,1176.0,1988.0,True,True,True,"3500, 7000, corpus"
而,ér,and; as well as; and so; but (not); yet (not); (indicates causal relation); (indicates change of state); (indicates contrast),Zero Beginner,60.0,5075337.0,2673.590273636622,38.831877980111116,2488.0,4553.0,True,True,True,"3500, 7000, corpus"
只,zhǐ,only; merely; just,Zero Beginner,61.0,5050153.0,2660.3238250340432,39.09791036261452,450.0,638.0,True,True,True,"3500, 7000, corpus"
生,shēng,to grow; to give birth; to produce; to be born; to arise; to occur; to light (a fire); to live; to be alive; life; raw; uncooked; unprocessed; unfamiliar; strange; (bound form) student; person engaged in a field; (bound form) male role in traditional opera; (bound form) life; lifetime; (bound form) means of livelihood; (bound form) very; intensely (as in 生疼[sheng1 teng2]); (bound form) in a forced manner (as in 生拉硬拽[sheng1 la1 ying4 zhuai4]),Zero Beginner,62.0,4966773.0,2616.400838833162,39.359550446497835,2048.0,3643.0,True,True,True,"3500, 7000, corpus"
什,shén,what,Zero Beginner,63.0,4828364.0,2543.4896299452066,39.613899409492355,89.0,105.0,True,True,True,"3500, 7000, corpus"
身,shēn,"body; life; oneself; personally; one's morality and conduct; the main part of a structure or body; pregnant; classifier for sets of clothes: suit, twinset; Kangxi radical 158",Zero Beginner,64.0,4819905.0,2539.033590843824,39.86780276857674,3056.0,5798.0,True,True,True,"3500, 7000, corpus"
头,tóu,head; hair style; the top; end; beginning or end; a stub; remnant; chief; boss; side; aspect; first; leading; classifier for pigs or livestock; CL:個|个[ge4],Zero Beginner,65.0,4813712.0,2535.771237119405,40.12137989228868,720.0,1171.0,True,True,True,"3500, 7000, corpus"
样,yàng,"manner; pattern; way; appearance; shape; classifier: kind, type",Zero Beginner,66.0,4769842.0,2512.6613617939956,40.37264602846808,1569.0,2586.0,True,True,True,"3500, 7000, corpus"
事,shì,"matter; thing; item; work; affair; CL:件[jian4],樁|桩[zhuang1],回[hui2]",Zero Beginner,67.0,4729336.0,2491.3235772047306,40.62177838618855,66.0,72.0,True,True,True,"3500, 7000, corpus"
多,duō,many; much; more; a lot of; too many; in excess; (after a numeral) ... odd; how (to what extent) (Taiwan pr. [duo2]); (bound form) multi-; poly-,Zero Beginner,68.0,4617194.0,2432.249320565978,40.86500331824515,709.0,1157.0,True,True,True,"3500, 7000, corpus"
己,jǐ,"self; oneself; sixth of the ten Heavenly Stems 十天干[shi2 tian1 gan1]; sixth in order; letter ""F"" or Roman ""VI"" in list ""A, B, C"", or ""I, II, III"" etc; hexa",Zero Beginner,69.0,4569251.0,2406.99386689089,41.10570270493424,937.0,1566.0,True,True,True,"3500, 7000, corpus"
家,jiā,used in 傢伙|家伙[jia1 huo5] and 傢俱|家俱[jia1 ju4],Zero Beginner,70.0,4546765.0,2395.14867298692,41.34521757223293,839.0,1387.0,True,True,True,"3500, 7000, corpus"
面,miàn,"face; side; surface; aspect; top; classifier for objects with flat surfaces such as drums, mirrors, flags etc",Zero Beginner,71.0,4532962.0,2387.877517091852,41.584005323942115,3354.0,6500.0,True,True,True,"3500, 7000, corpus"
知,zhī,to know; to be aware,Zero Beginner,72.0,4397165.0,2316.3422597505105,41.815639549917165,2172.0,3908.0,True,True,True,"3500, 7000, corpus"
开,kāi,"to open (transitive or intransitive); (of ships, vehicles, troops etc) to start; to turn on; to put in operation; to operate; to run; to boil; to write out (a prescription, check, invoice etc); (directional complement) away; off; carat (gold); abbr. for Kelvin, 開爾文|开尔文[Kai1 er3 wen2]; abbr. for 開本|开本[kai1 ben3], book format",Zero Beginner,73.0,4346834.0,2289.828853436328,42.0446224352608,1002.0,1671.0,True,True,True,"3500, 7000, corpus"
如,rú,as; as if; such as,Zero Beginner,74.0,4308194.0,2269.4740418891697,42.27156983944972,745.0,1204.0,True,True,True,"3500, 7000, corpus"
无,wú,used in 南無|南无[na1 mo2],Zero Beginner,75.0,4177289.0,2200.515796403126,42.49162141909003,1423.0,2345.0,True,True,True,"3500, 7000, corpus"
现,xiàn,to appear; present; now; existing; current,Zero Beginner,76.0,4161139.0,2192.0082858832857,42.71082224767836,2015.0,3532.0,True,True,True,"3500, 7000, corpus"
很,hěn,"very; quite; (also, often used before an adjective without intensifying its meaning, i.e. as a meaningless syntactic element)",Zero Beginner,77.0,3994436.0,2104.1923399892407,42.921241481677285,1038.0,1728.0,True,True,True,"3500, 7000, corpus"
点,diǎn,"to touch briefly; to tap; to mark with a dot; to check off (on a list); to order (food etc); to select; to mention; to bring up (a topic or person); to hint at; to imply; to administer (eye medicine etc) in drops; to light (a fire, a lamp etc); to ignite; to nod (one's head) in agreement; to beckon by moving (one's hand) up and down; point; dot; spot; speck; dot stroke in Chinese characters; (math.) decimal point; point in time or space; (after a number) o'clock; a small amount; a bit; (after a verb or adjective) a bit more; classifier for small amounts",Zero Beginner,78.0,3978856.0,2095.985094546572,43.13083999113194,1911.0,3299.0,True,True,True,"3500, 7000, corpus"
前,qián,front; forward; ahead; first; top (followed by a number); future; ago; before; BC (e.g. 前293年); former; formerly,Zero Beginner,79.0,3967855.0,2090.1899785571754,43.33985898898766,330.0,472.0,True,True,True,"3500, 7000, corpus"
发,fā,to send out; to show (one's feeling); to issue; to develop; to make a bundle of money; classifier for gunshots (rounds),Zero Beginner,80.0,3946829.0,2079.1138846754325,43.5477703774552,437.0,623.0,True,True,True,"3500, 7000, corpus"
经,jīng,surname Jing,Zero Beginner,81.0,3923454.0,2066.800382607243,43.75445041571592,2410.0,4382.0,True,True,True,"3500, 7000, corpus"
情,qíng,(bound form) feelings; emotion; sentiment; passion; (bound form) situation; condition,Zero Beginner,82.0,3879008.0,2043.3870815196403,43.95878912386789,1113.0,1870.0,True,True,True,"3500, 7000, corpus"
把,bǎ,"to hold; to grasp; to hold a baby in position to help it urinate or defecate; handlebar; classifier: handful, bundle, bunch; classifier for things with handles; (used to put the object before the verb: 把[ba3] + {noun} + {verb})",Zero Beginner,83.0,3798288.0,2000.8653323455562,44.15887565710244,1202.0,2019.0,True,True,True,"3500, 7000, corpus"
老,lǎo,prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity; old (of people); venerable (person); experienced; of long standing; always; all the time; of the past; very; outdated; (of meat etc) tough,Zero Beginner,84.0,3762961.0,1982.2557457118487,44.357101231673624,2485.0,4547.0,True,True,True,"3500, 7000, corpus"
些,xiē,"classifier indicating a small amount or small number greater than 1: some, a few, several",Zero Beginner,85.0,3752167.0,1976.5696733557402,44.5547581990092,75.0,84.0,True,True,True,"3500, 7000, corpus"
话,huà,"dialect; language; spoken words; speech; talk; words; conversation; what sb said; CL:種|种[zhong3],席[xi2],句[ju4],口[kou3],番[fan1]",Zero Beginner,86.0,3744917.0,1972.7505122864625,44.752033250237844,2908.0,5502.0,True,True,True,"3500, 7000, corpus"
已,yǐ,already; to stop; then; afterwards,Zero Beginner,87.0,3720796.0,1960.0440317137654,44.94803765340922,938.0,1567.0,True,True,True,"3500, 7000, corpus"
又,yòu,(once) again; also; both... and...; and yet; (used for emphasis) anyway,Zero Beginner,88.0,3710252.0,1954.489654566943,45.143486618865914,431.0,617.0,True,True,True,"3500, 7000, corpus"
声,shēng,sound; voice; tone; noise; reputation; classifier for sounds,Zero Beginner,89.0,3671271.0,1933.9552107543193,45.336882139941345,699.0,1145.0,True,True,True,"3500, 7000, corpus"
意,yì,(bound form) idea; thought; meaning; sense; (bound form) intention; feeling; inclination; state of mind; (bound form) Italy (abbr. for 意大利[Yi4 da4 li4]),Zero Beginner,90.0,3668831.0,1932.6698655116932,45.53014912649252,1134.0,1904.0,True,True,True,"3500, 7000, corpus"
于,yú,surname Yu,Zero Beginner,91.0,3614992.0,1904.3085120208175,45.7205799776946,68.0,75.0,True,True,True,"3500, 7000, corpus"
回,huí,to circle; to go back; to turn around; to answer; to return; to revolve; Hui ethnic group (Chinese Muslims); time; classifier for acts of a play; section or chapter (of a classic book),Zero Beginner,92.0,3608341.0,1900.8048926729875,45.9106604669619,615.0,970.0,True,True,True,"3500, 7000, corpus"
笑,xiào,to laugh; to smile; to laugh at,Zero Beginner,93.0,3577465.0,1884.5400075453979,46.09911446771644,2308.0,4172.0,True,True,True,"3500, 7000, corpus"
所,suǒ,"actually; place; classifier for houses, small buildings, institutions etc; that which; particle introducing a relative clause or passive; CL:個|个[ge4]",Zero Beginner,94.0,3534172.0,1861.7340847630192,46.28528787619274,1173.0,1980.0,True,True,True,"3500, 7000, corpus"
但,dàn,but; yet; however; still; merely; only; just,Zero Beginner,95.0,3505257.0,1846.5022168570647,46.46993809787845,141.0,179.0,True,True,True,"3500, 7000, corpus"
眼,yǎn,"eye (CL:隻|只[zhi1],雙|双[shuang1]); (often used with 一[yi1]) a look; a glance; small hole; (bound form) salient point; classifier for wells, cave-dwellings etc",Zero Beginner,96.0,3495315.0,1841.2649617742013,46.65406459405587,2151.0,3858.0,True,True,True,"3500, 7000, corpus"
成,chéng,surname Cheng; short name for Chengdu 成都[Cheng2 du1],Zero Beginner,97.0,3478315.0,1832.309687542791,46.83729556281015,1162.0,1958.0,True,True,True,"3500, 7000, corpus"
方,fāng,surname Fang,Zero Beginner,98.0,3471764.0,1828.8587462786754,47.02018143743801,1416.0,2330.0,True,True,True,"3500, 7000, corpus"
年,nián,surname Nian,Zero Beginner,99.0,3465446.0,1825.5305449496136,47.20273449193297,968.0,1616.0,True,True,True,"3500, 7000, corpus"
见,jiàn,to see; to meet; to appear (to be sth); to interview; opinion; view,Zero Beginner,100.0,3460998.0,1823.187423786007,47.38505323431157,2859.0,5407.0,True,True,True,"3500, 7000, corpus"
当,dāng,(onom.) dong; ding dong (bell),HSK1 Core,101.0,3437226.0,1810.6647897254727,47.56611971328412,1021.0,1701.0,True,True,True,"3500, 7000, corpus"
女,nǚ,female; woman; daughter,HSK1 Core,102.0,3362646.0,1771.377474891439,47.74325746077326,739.0,1197.0,True,True,True,"3500, 7000, corpus"
真,zhēn,really; truly; indeed; real; true; genuine,HSK1 Core,103.0,3314815.0,1746.181020670111,47.917875562840266,2145.0,3844.0,True,True,True,"3500, 7000, corpus"
两,liǎng,"two; both; some; a few; tael, unit of weight equal to 50 grams (modern) or 1⁄16 of a catty 斤[jin1] (old)",HSK1 Core,104.0,3302466.0,1739.6758041122473,48.09184314325149,23.0,25.0,True,True,True,"3500, 7000, corpus"
力,lì,surname Li,HSK1 Core,105.0,3298612.0,1737.6455907659026,48.265607702328076,342.0,495.0,True,True,True,"3500, 7000, corpus"
气,qì,gas; air; smell; weather; to make angry; to annoy; to get angry; vital energy; qi,HSK1 Core,106.0,3227369.0,1700.1161435854115,48.43561931668662,1696.0,2844.0,True,True,True,"3500, 7000, corpus"
从,cóng,surname Cong,HSK1 Core,107.0,3173776.0,1671.8843781804721,48.60280775450467,97.0,117.0,True,True,True,"3500, 7000, corpus"
用,yòng,to use; to make use of; to employ; (coverb) with; using; to need; to have to (usu. used in the negative or in questions); usefulness; utility; (bound form) expense; outlay; (courteous) to eat; to drink; (literary) hence; therefore,HSK1 Core,108.0,3170468.0,1670.1417871712074,48.769821933221785,2050.0,3645.0,True,True,True,"3500, 7000, corpus"
长,zhǎng,long; (bound form) length; (bound form) strong point; forte; (bound form) to be good at; (literary) surplus; spare (Taiwan pr. [zhang4]),HSK1 Core,109.0,3100060.0,1633.0522019897292,48.933127153420756,3263.0,6335.0,True,True,True,"3500, 7000, corpus"
动,dòng,"(of sth) to move; to set in movement; to displace; to touch; to make use of; to stir (emotions); to alter; abbr. for 動詞|动词[dong4 ci2], verb",HSK1 Core,110.0,3073269.0,1618.939216581864,49.09502107507894,349.0,503.0,True,True,True,"3500, 7000, corpus"
间,jiān,between; among; within a definite time or space; room; section of a room or lateral space between two pairs of pillars; classifier for rooms,HSK1 Core,111.0,3067939.0,1616.1314747198983,49.25663422255093,3271.0,6346.0,True,True,True,"3500, 7000, corpus"
国,guó,surname Guo,HSK1 Core,112.0,3063867.0,1613.986423151057,49.418032864866035,624.0,984.0,True,True,True,"3500, 7000, corpus"
走,zǒu,"to walk; to go; to run; to move (of vehicle); to visit; to leave; to go away; to die (euph.); from; through; away (in compound verbs, such as 撤走[che4 zou3]); to change (shape, form, meaning)",HSK1 Core,113.0,3020224.0,1590.9961270756785,49.577132477573606,3012.0,5683.0,True,True,True,"3500, 7000, corpus"
让,ràng,"to yield; to permit; to let sb do sth; to have sb do sth; to make sb (feel sad etc); by (indicates the agent in a passive clause, like 被[bei4])",HSK1 Core,114.0,2999423.0,1580.0385588822924,49.73513633346184,2880.0,5454.0,True,True,True,"3500, 7000, corpus"
被,bèi,"quilt; to cover (with); (literary) to suffer (a misfortune); used to indicate passive voice (placed before the doer of the action like ""by"" in English passive-voice sentences, or, if the doer is not mentioned, before the verb); (since c. 2009) (sarcastic or jocular) used to indicate that the following word should be regarded as being in air quotes (as in 被旅遊|被旅游[bei4 lu : 3 you2] to ""go on a trip"")",HSK1 Core,115.0,2998064.0,1579.3226637246166,49.8930685998343,2837.0,5350.0,True,True,True,"3500, 7000, corpus"
给,gěi,to; for; for the benefit of; to give; to allow; to do sth (for sb); (grammatical equivalent of 被); (grammatical equivalent of 把); (sentence intensifier),HSK1 Core,116.0,2939384.0,1548.4111642011376,50.047909716254416,2416.0,4390.0,True,True,True,"3500, 7000, corpus"
正,zhèng,first month of the lunar year,HSK1 Core,117.0,2933903.0,1545.5238784327635,50.20246210409769,1663.0,2781.0,True,True,True,"3500, 7000, corpus"
问,wèn,to ask; to inquire,HSK1 Core,118.0,2899681.0,1527.4963846240976,50.3552117425601,3267.0,6340.0,True,True,True,"3500, 7000, corpus"
打,dǎ,(loanword) dozen; Taiwan pr. [da3],HSK1 Core,119.0,2882337.0,1518.3598977847107,50.50704773233857,1181.0,1993.0,True,True,True,"3500, 7000, corpus"
