character,pinyin,definition_en,learning_band,frequency_rank,token,frequency_per_million,coverage_rate_pct,rank_3500,rank_7000,in_3500,in_7000,in_corpus,source
苞,bāo,bud; flower calyx; luxuriant; profuse,General 7000,3754.0,7827.0,4.123113612308669,99.69728439105306,2644.0,4861.0,True,True,True,"3500, 7000, corpus"
犁,lí,plow,General 7000,3755.0,7823.0,4.121006488960101,99.69769649170196,1975.0,3426.0,True,True,True,"3500, 7000, corpus"
铎,duó,surname Duo,General 7000,3756.0,7819.0,4.118899365611534,99.69810838163852,,6180.0,False,True,True,"7000, corpus"
啬,sè,stingy,General 7000,3757.0,7814.0,4.116265461425825,99.69852000818466,,840.0,False,True,True,"7000, corpus"
舷,xián,side of a ship or an aircraft,General 7000,3758.0,7809.0,4.113631557240117,99.69893137134038,2612.0,4784.0,True,True,True,"3500, 7000, corpus"
矗,chù,lofty; upright,General 7000,3759.0,7808.0,4.113104776402975,99.69934268181802,2169.0,3903.0,True,True,True,"3500, 7000, corpus"
癖,pǐ,habit; hobby,General 7000,3760.0,7798.0,4.107836968031557,99.69975346551483,,3779.0,False,True,True,"7000, corpus"
掣,chè,to pull; to draw; to pull back; to withdraw; to flash past,General 7000,3761.0,7797.0,4.1073101871944155,99.70016419653355,,2160.0,False,True,True,"7000, corpus"
匾,biǎn,horizontal rectangular inscribed tablet hung over a door or on a wall; shallow round woven bamboo basket,General 7000,3762.0,7782.0,4.099408474637288,99.70057413738101,382.0,552.0,True,True,True,"3500, 7000, corpus"
谧,mì,(literary) quiet; peaceful; tranquil,General 7000,3763.0,7781.0,4.098881693800147,99.7009840255504,,5571.0,False,True,True,"7000, corpus"
瀛,yíng,ocean,General 7000,3764.0,7781.0,4.098881693800147,99.70139391371978,,3260.0,False,True,True,"7000, corpus"
珞,luò,neck-ornament,General 7000,3765.0,7779.0,4.097828132125863,99.70180369653299,,3548.0,False,True,True,"7000, corpus"
衲,nà,cassock; to line,General 7000,3766.0,7778.0,4.0973013512887215,99.70221342666812,,5330.0,False,True,True,"7000, corpus"
毓,yù,(literary) to produce; to foster; to nurture,General 7000,3767.0,7778.0,4.0973013512887215,99.70262315680326,,2821.0,False,True,True,"7000, corpus"
恺,kǎi,joyful; kind,General 7000,3768.0,7748.0,4.081497926174468,99.70303130659588,,1838.0,False,True,True,"7000, corpus"
纬,wěi,latitude; woof (horizontal thread in weaving); weft,General 7000,3769.0,7715.0,4.06411415854879,99.70343771801173,2389.0,4349.0,True,True,True,"3500, 7000, corpus"
惰,duò,lazy,General 7000,3770.0,7669.0,4.039882240040268,99.70384170623574,1127.0,1892.0,True,True,True,"3500, 7000, corpus"
嘤,yīng,calling of birds,General 7000,3771.0,7662.0,4.0361947741802755,99.70424532571316,,924.0,False,True,True,"7000, corpus"
诣,yì,to go (to visit a superior); one's current attainment in learning or art,General 7000,3772.0,7648.0,4.02881984246029,99.7046482076974,,5508.0,False,True,True,"7000, corpus"
谛,dì,to examine; truth (Buddhism),General 7000,3773.0,7639.0,4.024078814926015,99.7050506155789,,5560.0,False,True,True,"7000, corpus"
藻,zǎo,aquatic grasses; elegant,General 7000,3774.0,7612.0,4.009855732323187,99.70545160115213,2747.0,5138.0,True,True,True,"3500, 7000, corpus"
啷,lāng,used in 啷當|啷当[lang1 dang1]; used in onomatopoeic words such as 哐啷[kuang1 lang1],General 7000,3775.0,7603.0,4.0051147047889115,99.70585211262261,,847.0,False,True,True,"7000, corpus"
佘,shé,surname She,General 7000,3776.0,7584.0,3.995105868883217,99.7062516232095,,188.0,False,True,True,"7000, corpus"
黠,xiá,(phonetic); crafty,General 7000,3777.0,7541.0,3.9724542928861206,99.70664886863878,,6950.0,False,True,True,"7000, corpus"
饲,sì,to raise; to rear; to feed,General 7000,3778.0,7519.0,3.960865114469002,99.70704495515022,3404.0,6619.0,True,True,True,"3500, 7000, corpus"
虬,qiú,young dragon with horns,General 7000,3779.0,7518.0,3.9603383336318605,99.70744098898359,,5157.0,False,True,True,"7000, corpus"
涤,dí,to wash; to cleanse,General 7000,3780.0,7510.0,3.956124086934726,99.70783660139229,1801.0,3059.0,True,True,True,"3500, 7000, corpus"
骡,luó,"mule; CL:匹[pi3],頭|头[tou2]",General 7000,3781.0,7509.0,3.955597306097584,99.7082321611229,3440.0,6706.0,True,True,True,"3500, 7000, corpus"
钵,bō,small earthenware plate or basin; a monk's alms bowl; Sanskrit paatra,General 7000,3782.0,7494.0,3.9476955935404576,99.70862693068224,,6158.0,False,True,True,"7000, corpus"
邯,hán,used in 邯鄲|邯郸[Han2 dan1] (the name of a place in Hebei),General 7000,3783.0,7487.0,3.944008127680465,99.70902133149501,,5981.0,False,True,True,"7000, corpus"
笋,sǔn,bamboo shoot,General 7000,3784.0,7472.0,3.9361064151233385,99.70941494213652,2307.0,4170.0,True,True,True,"3500, 7000, corpus"
瑀,yǔ,(chalcedony),General 7000,3785.0,7470.0,3.935052853449055,99.70980844742186,,3584.0,False,True,True,"7000, corpus"
芥,jiè,see 芥藍|芥蓝[gai4 lan2],General 7000,3786.0,7468.0,3.933999291774771,99.71020184735104,2629.0,4822.0,True,True,True,"3500, 7000, corpus"
醺,xūn,helplessly intoxicated,General 7000,3787.0,7468.0,3.933999291774771,99.71059524728022,,6091.0,False,True,True,"7000, corpus"
佼,jiǎo,handsome,General 7000,3788.0,7460.0,3.929785045077637,99.71098822578473,,208.0,False,True,True,"7000, corpus"
舜,shùn,"Shun (c. 23rd century BC), mythical sage and leader",General 7000,3789.0,7460.0,3.929785045077637,99.71138120428924,,4769.0,False,True,True,"7000, corpus"
龌,wò,dirty; small-minded,General 7000,3790.0,7451.0,3.925044017543361,99.711773708691,,6995.0,False,True,True,"7000, corpus"
簪,zān,hairpin,General 7000,3791.0,7448.0,3.923463675031936,99.7121660550585,,4271.0,False,True,True,"7000, corpus"
痰,tán,phlegm; spittle,General 7000,3792.0,7445.0,3.921883332520511,99.71255824339175,2096.0,3739.0,True,True,True,"3500, 7000, corpus"
蹂,róu,trample,General 7000,3793.0,7440.0,3.9192494283348016,99.71295016833459,3046.0,5762.0,True,True,True,"3500, 7000, corpus"
恻,cè,sorrowful,General 7000,3794.0,7439.0,3.9187226474976598,99.71334204059933,,1839.0,False,True,True,"7000, corpus"
簧,huáng,reed (of a music instrument); spring; coil,General 7000,3795.0,7430.0,3.9139816199633835,99.71373343876132,,4270.0,False,True,True,"7000, corpus"
甥,shēng,(bound form) sister's son; nephew,General 7000,3796.0,7427.0,3.9124012774519583,99.71412467888906,2049.0,3644.0,True,True,True,"3500, 7000, corpus"
腼,miǎn,used in 靦腆|腼腆[mian3 tian3],General 7000,3797.0,7396.0,3.8960710715005638,99.71451428599622,,4718.0,False,True,True,"7000, corpus"
驮,tuó,load carried by a pack animal,General 7000,3798.0,7367.0,3.880794427223452,99.71490236543895,3420.0,6660.0,True,True,True,"3500, 7000, corpus"
缤,bīn,used in 繽紛|缤纷[bin1 fen1],General 7000,3799.0,7365.0,3.8797408655491683,99.7152903395255,2448.0,4458.0,True,True,True,"3500, 7000, corpus"
潺,chán,flow; trickle (of water),General 7000,3800.0,7363.0,3.878687303874885,99.71567820825588,,3228.0,False,True,True,"7000, corpus"
獠,liáo,fierce; hunt; name of a tribe,General 7000,3801.0,7356.0,3.8749998380148925,99.71606570823968,,3506.0,False,True,True,"7000, corpus"
筏,fá,raft (of logs),General 7000,3802.0,7349.0,3.8713123721549003,99.7164528394769,2319.0,4198.0,True,True,True,"3500, 7000, corpus"
锭,dìng,"(weaving) spindle; ingot; pressed cake of medicine etc; classifier for: gold and silver ingots, ink sticks",General 7000,3803.0,7341.0,3.867098125457766,99.71683954928945,3249.0,6268.0,True,True,True,"3500, 7000, corpus"
阙,quē,surname Que,General 7000,3804.0,7335.0,3.8639374404349156,99.71722594303348,,6382.0,False,True,True,"7000, corpus"
粤,yuè,Cantonese; short name for Guangdong 廣東|广东[Guang3 dong1],General 7000,3805.0,7314.0,3.8528750428549383,99.71761123053777,2358.0,4292.0,True,True,True,"3500, 7000, corpus"
瞌,kē,used in 瞌睡[ke1 shui4],General 7000,3806.0,7311.0,3.851294700343513,99.7179963600078,,3882.0,False,True,True,"7000, corpus"
髻,jì,"hair rolled up in a bun, topknot",General 7000,3807.0,7307.0,3.8491875769949453,99.7183812787655,,6734.0,False,True,True,"7000, corpus"
琏,liǎn,sacrificial vessel used for grain offerings; also pr. [lian2],General 7000,3808.0,7307.0,3.8491875769949453,99.71876619752321,,3564.0,False,True,True,"7000, corpus"
龊,chuò,used in 齷齪|龌龊[wo4 chuo4],General 7000,3809.0,7295.0,3.8428662069492443,99.71915048414391,,6993.0,False,True,True,"7000, corpus"
椎,chuí,(bound form) vertebra,General 7000,3810.0,7273.0,3.8312770285321247,99.71953361184676,1615.0,2666.0,True,True,True,"3500, 7000, corpus"
唆,suō,(bound form) to incite; to instigate,General 7000,3811.0,7269.0,3.829169905183558,99.71991652883727,554.0,800.0,True,True,True,"3500, 7000, corpus"
煦,xù,balmy; nicely warm; cozy; Taiwan pr. [xu3],General 7000,3812.0,7265.0,3.827062781834991,99.72029923511546,,3351.0,False,True,True,"7000, corpus"
嵋,méi,used in 峨嵋[E2 mei2],General 7000,3813.0,7261.0,3.8249556584864237,99.7206817306813,,1533.0,False,True,True,"7000, corpus"
幡,fān,banner,General 7000,3814.0,7256.0,3.822321754300715,99.72106396285673,,1611.0,False,True,True,"7000, corpus"
翌,yì,bright; tomorrow,General 7000,3815.0,7243.0,3.815473603417872,99.72144551021708,,4526.0,False,True,True,"7000, corpus"
毡,zhān,felt (fabric),General 7000,3816.0,7222.0,3.804411205837895,99.72182595133766,1690.0,2828.0,True,True,True,"3500, 7000, corpus"
碳,tàn,carbon (chemistry),General 7000,3817.0,7195.0,3.7901881232350667,99.72220497014999,2210.0,3992.0,True,True,True,"3500, 7000, corpus"
鸨,bǎo,Chinese bustard; procuress,General 7000,3818.0,7173.0,3.778598944817948,99.72258283004447,,6857.0,False,True,True,"7000, corpus"
闽,mǐn,short name for Fujian 福建[Fu2 jian4]; also pr. [Min2],General 7000,3819.0,7169.0,3.776491821469381,99.72296047922661,3277.0,6355.0,True,True,True,"3500, 7000, corpus"
躏,lìn,used in 蹂躪|蹂躏[rou2 lin4],General 7000,3820.0,7166.0,3.7749114789579554,99.72333797037452,3055.0,5793.0,True,True,True,"3500, 7000, corpus"
蜓,tíng,see 蜻蜓[qing1 ting2],General 7000,3821.0,7149.0,3.7659562047265456,99.72371456599498,2788.0,5230.0,True,True,True,"3500, 7000, corpus"
咻,xiū,call out; jeer,General 7000,3822.0,7148.0,3.7654294238894033,99.72409110893737,,759.0,False,True,True,"7000, corpus"
捍,hàn,to ward off (a blow); to withstand; to defend,General 7000,3823.0,7135.0,3.7585812730065604,99.72446696706467,1285.0,2126.0,True,True,True,"3500, 7000, corpus"
睨,nì,to look askance at,General 7000,3824.0,7131.0,3.7564741496579934,99.72484261447964,,3872.0,False,True,True,"7000, corpus"
鼾,hān,snore; to snore,General 7000,3825.0,7130.0,3.7559473688208516,99.72521820921652,,6978.0,False,True,True,"7000, corpus"
桔,jú,used in 桔梗[jie2 geng3]; used in 桔槔[jie2 gao1],General 7000,3826.0,7128.0,3.754893807146568,99.72559369859724,,2607.0,False,True,True,"7000, corpus"
娆,ráo,graceful,General 7000,3827.0,7099.0,3.7396171628694566,99.72596766031353,,1257.0,False,True,True,"7000, corpus"
抉,jué,to pick out; to single out,General 7000,3828.0,7091.0,3.735402916172322,99.72634120060515,,2018.0,False,True,True,"7000, corpus"
玟,wén,jade-like stone,General 7000,3829.0,7088.0,3.7338225736608974,99.72671458286251,,,False,False,True,corpus
蜻,qīng,see 蜻蜓[qing1 ting2],General 7000,3830.0,7088.0,3.7338225736608974,99.72708796511988,2794.0,5246.0,True,True,True,"3500, 7000, corpus"
徨,huáng,used in 彷徨[pang2 huang2],General 7000,3831.0,7081.0,3.7301351078009044,99.72746097863066,,1740.0,False,True,True,"7000, corpus"
嗲,diē,coy; childish,General 7000,3832.0,7063.0,3.7206530527323527,99.72783304393593,,904.0,False,True,True,"7000, corpus"
碾,niǎn,stone roller; roller and millstone; to grind; to crush; to husk,General 7000,3833.0,7058.0,3.718019148546644,99.72820484585078,2212.0,3996.0,True,True,True,"3500, 7000, corpus"
哐,kuāng,(onom.) crash; bang; clang,General 7000,3834.0,7050.0,3.7138049018495094,99.72857622634096,,774.0,False,True,True,"7000, corpus"
粼,lín,clear (as of water),General 7000,3835.0,7049.0,3.713278121012368,99.72894755415307,,4300.0,False,True,True,"7000, corpus"
啐,cuì,to spit; (onom.) pshaw!; (old) to sip,General 7000,3836.0,7044.0,3.7106442168266587,99.72931861857475,,830.0,False,True,True,"7000, corpus"
谑,xuè,joy; to joke; to banter; to tease; to mock; Taiwan pr. [nu:e4],General 7000,3837.0,7031.0,3.703796065943816,99.72968899818135,,5551.0,False,True,True,"7000, corpus"
嚏,tì,sneeze,General 7000,3838.0,7017.0,3.696421134223831,99.73005864029477,,958.0,False,True,True,"7000, corpus"
甬,yǒng,Yong River 甬江[Yong3 Jiang1] in Ningbo 寧波|宁波[Ning2 bo1]; short name for Ningbo,General 7000,3839.0,7009.0,3.692206887526697,99.73042786098353,,3649.0,False,True,True,"7000, corpus"
鳖,biē,softshell turtle,General 7000,3840.0,6999.0,3.686939079155279,99.73079655489144,3460.0,6837.0,True,True,True,"3500, 7000, corpus"
榨,zhà,to press; to extract (juice),General 7000,3841.0,6994.0,3.68430517496957,99.73116498540894,1633.0,2708.0,True,True,True,"3500, 7000, corpus"
倜,tì,energetic; exalted; magnanimous,General 7000,3842.0,6979.0,3.676403462412444,99.73153262575518,,276.0,False,True,True,"7000, corpus"
稷,jì,millet; God of cereals worshiped by ancient rulers; minister of agriculture,General 7000,3843.0,6957.0,3.6648142839953244,99.73189910718358,,4106.0,False,True,True,"7000, corpus"
妤,yú,used in 婕妤[jie2 yu2],General 7000,3844.0,6923.0,3.6469037355325042,99.73226379755714,,1219.0,False,True,True,"7000, corpus"
篡,cuàn,to seize; to usurp,General 7000,3845.0,6922.0,3.6463769546953624,99.73262843525261,2342.0,4251.0,True,True,True,"3500, 7000, corpus"
晤,wù,to meet (socially),General 7000,3846.0,6919.0,3.6447966121839372,99.73299291491382,1461.0,2407.0,True,True,True,"3500, 7000, corpus"
肇,zhào,at first; devise; originate,General 7000,3847.0,6900.0,3.6347877762782437,99.73335639369145,,4601.0,False,True,True,"7000, corpus"
咂,zā,to sip; to smack one's lips; to taste; to savor,General 7000,3848.0,6899.0,3.634260995441102,99.73371981979099,,728.0,False,True,True,"7000, corpus"
帚,zhǒu,broom,General 7000,3849.0,6894.0,3.631627091255393,99.73408298250011,953.0,1588.0,True,True,True,"3500, 7000, corpus"
瘤,liú,tumor,General 7000,3850.0,6892.0,3.6305735295811092,99.73444603985307,2100.0,3759.0,True,True,True,"3500, 7000, corpus"
瞠,chēng,stare at sth beyond reach,General 7000,3851.0,6874.0,3.621091474512557,99.73480814900051,,3888.0,False,True,True,"7000, corpus"
嚅,rú,chattering,General 7000,3852.0,6865.0,3.6163504469782812,99.73516978404521,,955.0,False,True,True,"7000, corpus"
怆,chuàng,mournful; sad; grieved; sorry,General 7000,3853.0,6862.0,3.6147701044668556,99.73553126105566,,1784.0,False,True,True,"7000, corpus"
镔,bīn,fine steel,General 7000,3854.0,6859.0,3.6131897619554305,99.73589258003184,,6304.0,False,True,True,"7000, corpus"
撵,niǎn,to expel; to oust; (dialect) to chase after; to try to catch up with,General 7000,3855.0,6857.0,3.6121362002811472,99.73625379365187,1369.0,2257.0,True,True,True,"3500, 7000, corpus"
裆,dāng,crotch; seat of a pair of trousers,General 7000,3856.0,6838.0,3.6021273643754532,99.73661400638831,2843.0,5358.0,True,True,True,"3500, 7000, corpus"
腺,xiàn,gland,General 7000,3857.0,6833.0,3.599493460189745,99.73697395573433,2575.0,4716.0,True,True,True,"3500, 7000, corpus"
骁,xiāo,good horse; valiant,General 7000,3858.0,6831.0,3.598439898515461,99.73733379972418,,6678.0,False,True,True,"7000, corpus"
坷,kě,used in 坷垃[ke1 la1],General 7000,3859.0,6828.0,3.596859556004036,99.73769348567978,654.0,1037.0,True,True,True,"3500, 7000, corpus"
箐,qìng,to draw a bamboo bow or crossbow,General 7000,3860.0,6828.0,3.596859556004036,99.73805317163539,,4223.0,False,True,True,"7000, corpus"
螃,páng,used in 螃蟹[pang2 xie4],General 7000,3861.0,6823.0,3.5942256518183267,99.73841259420057,2804.0,5270.0,True,True,True,"3500, 7000, corpus"
冢,zhǒng,mound; burial mound; senior (i.e. eldest child or senior in rank),General 7000,3862.0,6812.0,3.588431062609767,99.73877143730682,,388.0,False,True,True,"7000, corpus"
锢,gù,obstinate disease; to restrain; to stop,General 7000,3863.0,6805.0,3.584743596749775,99.7391299116665,,6257.0,False,True,True,"7000, corpus"
晁,cháo,surname Chao,General 7000,3864.0,6804.0,3.584216815912633,99.73948833334809,,2391.0,False,True,True,"7000, corpus"
濒,bīn,to approach; to border on; near,General 7000,3865.0,6797.0,3.580529350052641,99.73984638628309,1888.0,3250.0,True,True,True,"3500, 7000, corpus"
蝗,huáng,locust,General 7000,3866.0,6770.0,3.5663062674498125,99.74020301690983,2799.0,5255.0,True,True,True,"3500, 7000, corpus"
烽,fēng,beacon fire,General 7000,3867.0,6755.0,3.5584045548926864,99.74055885736531,,3327.0,False,True,True,"7000, corpus"
辘,lù,used in 轆轆|辘辘[lu4 lu4]; used in 軲轆|轱辘[gu1 lu5] and 轂轆|毂辘[gu1 lu5]; used in 轆轤|辘轳[lu4 lu5],General 7000,3868.0,6743.0,3.552083184846985,99.7409140656838,,5853.0,False,True,True,"7000, corpus"
莘,shēn,surname Shen,General 7000,3869.0,6743.0,3.552083184846985,99.74126927400228,,4952.0,False,True,True,"7000, corpus"
撬,qiào,to lift; to pry open; to lever open,General 7000,3870.0,6740.0,3.5505028423355594,99.7416243242865,1365.0,2253.0,True,True,True,"3500, 7000, corpus"
澹,dàn,surname Tan,General 7000,3871.0,6736.0,3.5483957189869924,99.7419791638584,,3244.0,False,True,True,"7000, corpus"
瓮,wèng,earthen jar; urn,General 7000,3872.0,6733.0,3.546815376475567,99.74233384539605,2042.0,3627.0,True,True,True,"3500, 7000, corpus"
亘,gèn,extending all the way across; running all the way through,General 7000,3873.0,6726.0,3.5431279106155746,99.74268815818711,,82.0,False,True,True,"7000, corpus"
钊,zhāo,to encourage; to cut; to strain,General 7000,3874.0,6725.0,3.542601129778433,99.74304241830008,,6118.0,False,True,True,"7000, corpus"
篓,lǒu,basket,General 7000,3875.0,6723.0,3.5415475681041495,99.74339657305688,2340.0,4247.0,True,True,True,"3500, 7000, corpus"
缇,tí,orange-red silk; orange-red colored,General 7000,3876.0,6721.0,3.540494006429866,99.74375062245753,,4434.0,False,True,True,"7000, corpus"
宸,chén,imperial apartments,General 7000,3877.0,6716.0,3.537860102244157,99.74410440846775,,1388.0,False,True,True,"7000, corpus"
泓,hóng,clear; vast and deep; classifier for a body of clear water,General 7000,3878.0,6716.0,3.537860102244157,99.74445819447797,,2944.0,False,True,True,"7000, corpus"
鞑,dá,Tartar; a tribe in China,General 7000,3879.0,6703.0,3.5310119513613136,99.7448112956731,,6516.0,False,True,True,"7000, corpus"
胄,zhòu,helmet; descendants,General 7000,3880.0,6703.0,3.5310119513613136,99.74516439686823,,4636.0,False,True,True,"7000, corpus"
羚,líng,antelope,General 7000,3881.0,6686.0,3.522056677129904,99.74551660253594,,4508.0,False,True,True,"7000, corpus"
绥,suí,to pacify; Taiwan pr. [sui1],General 7000,3882.0,6678.0,3.5178424304327693,99.74586838677898,,4402.0,False,True,True,"7000, corpus"
笺,jiān,letter; note-paper,General 7000,3883.0,6662.0,3.5094139370385014,99.74621932817269,,4190.0,False,True,True,"7000, corpus"
荤,hūn,"strong-smelling vegetable (garlic etc); non-vegetarian food (meat, fish etc); vulgar; obscene",General 7000,3884.0,6658.0,3.507306813689934,99.74657005885406,2675.0,4930.0,True,True,True,"3500, 7000, corpus"
迄,qì,as yet; until,General 7000,3885.0,6616.0,3.4851820185299793,99.74691857705591,3099.0,5871.0,True,True,True,"3500, 7000, corpus"
踞,jù,to be based upon; to squat,General 7000,3886.0,6612.0,3.4830748951814123,99.74726688454543,,5745.0,False,True,True,"7000, corpus"
桨,jiǎng,oar; paddle; CL:隻|只[zhi1],General 7000,3887.0,6608.0,3.4809677718328453,99.74761498132261,1585.0,2616.0,True,True,True,"3500, 7000, corpus"
慵,yōng,lethargic,General 7000,3888.0,6576.0,3.4641107850443085,99.74796139240112,,1929.0,False,True,True,"7000, corpus"
噤,jìn,unable to speak; silent,General 7000,3889.0,6575.0,3.4635840042071666,99.74830775080154,,944.0,False,True,True,"7000, corpus"
幌,huǎng,shop sign; (literary) window curtain,General 7000,3890.0,6566.0,3.4588429766728908,99.74865363509922,962.0,1606.0,True,True,True,"3500, 7000, corpus"
荻,dí,Anaphalis yedoensis (pearly everlasting reed); used in Japanese names with phonetic value Ogi,General 7000,3891.0,6563.0,3.457262634161465,99.74899936136264,,4943.0,False,True,True,"7000, corpus"
跚,shān,used in 蹣跚|蹒跚[pan2 shan1],General 7000,3892.0,6556.0,3.453575168301473,99.74934471887947,,5718.0,False,True,True,"7000, corpus"
袒,tǎn,to bare,General 7000,3893.0,6547.0,3.448834140767197,99.74968960229354,2834.0,5343.0,True,True,True,"3500, 7000, corpus"
浣,huàn,to wash; to rinse; any of three 10-day division of the month (during Tang dynasty); Taiwan pr. [huan3]; also pr. [wan3],General 7000,3894.0,6534.0,3.4419859898843543,99.75003380089254,,3029.0,False,True,True,"7000, corpus"
榄,lǎn,(bound form) olive,General 7000,3895.0,6522.0,3.435664619838653,99.75037736735452,1627.0,2696.0,True,True,True,"3500, 7000, corpus"
痪,huàn,used in 癱瘓|瘫痪[tan1 huan4],General 7000,3896.0,6519.0,3.4340842773272273,99.75072077578226,2095.0,3737.0,True,True,True,"3500, 7000, corpus"
荼,tú,thistle; common sowthistle (Sonchus oleraceus); bitter (taste); cruel; flowering grass in profusion,General 7000,3897.0,6513.0,3.4309235923043766,99.75106386814149,,4944.0,False,True,True,"7000, corpus"
晗,hán,before daybreak; dawn about to break; (used in given names),General 7000,3898.0,6491.0,3.4193344138872575,99.75140580158288,,2401.0,False,True,True,"7000, corpus"
阉,yān,to castrate; a castrate; neuter,General 7000,3899.0,6489.0,3.418280852212974,99.7517476296681,,6367.0,False,True,True,"7000, corpus"
腋,yè,armpit; (biology) axilla; (botany) axil; Taiwan pr. [yi4],General 7000,3900.0,6487.0,3.417227290538691,99.75208935239715,2566.0,4696.0,True,True,True,"3500, 7000, corpus"
骰,tóu,dice,General 7000,3901.0,6460.0,3.4030042079358624,99.75242965281794,,6713.0,False,True,True,"7000, corpus"
曝,pù,used in 曝光[bao4 guang1]; Taiwan pr. [pu4],General 7000,3902.0,6457.0,3.4014238654244373,99.75276979520449,,2437.0,False,True,True,"7000, corpus"
涮,shuàn,to rinse; to swish (in water); to trick; to fool sb; to cook by dipping finely sliced ingredients briefly in boiling water or soup (generally done at the dining table),General 7000,3903.0,6454.0,3.3998435229130117,99.75310977955678,1806.0,3066.0,True,True,True,"3500, 7000, corpus"
踵,zhǒng,to arrive; to follow; heel,General 7000,3904.0,6451.0,3.3982631804015866,99.75344960587482,,5755.0,False,True,True,"7000, corpus"
炬,jù,torch,General 7000,3905.0,6448.0,3.3966828378901615,99.7537892741586,1907.0,3291.0,True,True,True,"3500, 7000, corpus"
涣,huàn,to dissipate; to dissolve,General 7000,3906.0,6445.0,3.3951024953787363,99.75412878440814,1800.0,3058.0,True,True,True,"3500, 7000, corpus"
俟,qí,used in 万俟[Mo4 qi2],General 7000,3907.0,6435.0,3.389834687007318,99.75446776787683,,250.0,False,True,True,"7000, corpus"
皑,ái,(literary) white as snow,General 7000,3908.0,6424.0,3.3840400977987586,99.75480617188661,,3796.0,False,True,True,"7000, corpus"
瞑,míng,to close (the eyes),General 7000,3909.0,6405.0,3.374031261893065,99.75514357501281,,3885.0,False,True,True,"7000, corpus"
渲,xuàn,wash (color),General 7000,3910.0,6400.0,3.3713973577073566,99.75548071474859,,3118.0,False,True,True,"7000, corpus"
擞,sǒu,used in 抖擻|抖擞[dou3 sou3],General 7000,3911.0,6388.0,3.365075987661655,99.75581722234735,,2270.0,False,True,True,"7000, corpus"
赂,lù,bribe; bribery,General 7000,3912.0,6380.0,3.3608617409645207,99.75615330852145,2991.0,5646.0,True,True,True,"3500, 7000, corpus"
湮,yān,(literary) to sink into oblivion; (literary) to silt up; Taiwan pr. [yin1],General 7000,3913.0,6374.0,3.35770105594167,99.75648907862704,,3136.0,False,True,True,"7000, corpus"
麓,lù,foot of a hill,General 7000,3914.0,6365.0,3.352960028407394,99.75682437462989,,6929.0,False,True,True,"7000, corpus"
铿,kēng,(onom.) clang; jingling of metals; to strike,General 7000,3915.0,6349.0,3.3445315350131257,99.75715882778339,,6224.0,False,True,True,"7000, corpus"
埔,pǔ,used in place names,General 7000,3916.0,6340.0,3.33979050747885,99.75749280683414,,1074.0,False,True,True,"7000, corpus"
峦,luán,mountain ranges,General 7000,3917.0,6336.0,3.337683384130283,99.75782657517254,914.0,1507.0,True,True,True,"3500, 7000, corpus"
噘,juē,to pout; (dialect) to scold,General 7000,3918.0,6333.0,3.3361030416188577,99.75816018547671,,,False,False,True,corpus
涓,juān,surname Juan,General 7000,3919.0,6331.0,3.3350494799445736,99.7584936904247,,3047.0,False,True,True,"7000, corpus"
掬,jū,to hold in one's hands; classifier for a double handful; Taiwan pr. [ju2],General 7000,3920.0,6329.0,3.3339959182702903,99.75882709001652,,2166.0,False,True,True,"7000, corpus"
莓,méi,"(bound form) berry (e.g. strawberry, blackberry, loganberry)",General 7000,3921.0,6323.0,3.3308352332474396,99.75916017353985,,4951.0,False,True,True,"7000, corpus"
怏,yàng,discontented,General 7000,3922.0,6323.0,3.3308352332474396,99.75949325706318,,1788.0,False,True,True,"7000, corpus"
萃,cuì,collect; collection; dense; grassy; thick; assemble; gather,General 7000,3923.0,6318.0,3.3282013290617307,99.7598260771961,,5000.0,False,True,True,"7000, corpus"
呲,cī,(coll.) to scold; to rebuke,General 7000,3924.0,6309.0,3.323460301527455,99.76015842322624,,718.0,False,True,True,"7000, corpus"
蹒,pán,used in 蹣跚|蹒跚[pan2 shan1]; Taiwan pr. [man2],General 7000,3925.0,6305.0,3.321353178178888,99.76049055854406,,5772.0,False,True,True,"7000, corpus"
鳌,áo,mythological sea turtle,General 7000,3926.0,6289.0,3.312924684784619,99.76082185101254,,6828.0,False,True,True,"7000, corpus"
睐,lài,to glance; to look askance at,General 7000,3927.0,6282.0,3.309237218924627,99.76115277473443,,3863.0,False,True,True,"7000, corpus"
昱,yù,bright light,General 7000,3928.0,6273.0,3.304496191390351,99.76148322435357,,2384.0,False,True,True,"7000, corpus"
旌,jīng,banner; make manifest,General 7000,3929.0,6251.0,3.292907012973232,99.76181251505487,,2339.0,False,True,True,"7000, corpus"
摞,luò,to pile up; to stack; a pile; a stack,General 7000,3930.0,6250.0,3.29238023213609,99.76214175307808,,2233.0,False,True,True,"7000, corpus"
們,men,,General 7000,3931.0,6244.0,3.2892195471132393,99.76247067503279,,,False,False,True,corpus
吠,fèi,to bark,General 7000,3932.0,6242.0,3.288165985438956,99.76279949163133,485.0,676.0,True,True,True,"3500, 7000, corpus"
濮,pú,name of a river; surname Pu,General 7000,3933.0,6228.0,3.280791053718971,99.7631275707367,,3254.0,False,True,True,"7000, corpus"
卞,biàn,surname Bian,General 7000,3934.0,6201.0,3.2665679711161433,99.76345422753381,,571.0,False,True,True,"7000, corpus"
