front,back,tags
势,shì<br>power; influence; potential; momentum; tendency; trend; situation; conditions; outward appearance; sign; gesture; male genitals<br><small>乘势 (chéng shì); 事势 (shì shì); 人势 (rén shì)</small>,hsk3_expansion
句,jù<br>sentence; clause; phrase; classifier for phrases or lines of verse<br><small>一句 (yī jù); 两句 (liǎng jù); 乐句 (lè jù)</small>,hsk3_expansion
求,qiú<br>to seek; to look for; to request; to demand; to beseech<br><small>乞求 (qǐ qiú); 以求 (yǐ qiú); 企求 (qǐ qiú)</small>,hsk3_expansion
计,jì<br>surname Ji<br><small>不计 (bù jì); 中计 (zhòng jì); 主计 (zhǔ jì)</small>,hsk3_expansion
论,"lùn<br>abbr. for 論語|论语[Lun2 yu3], The Analects (of Confucius)<br><small>不论 (bù lùn); 争论 (zhēng lùn); 公论 (gōng lùn)</small>",hsk3_expansion
达,dá<br>surname Da<br><small>上达 (shàng dá); 下达 (xià dá); 传达 (chuán dá)</small>,hsk3_expansion
则,zé<br>(literary) (conjunction used to express contrast with a previous clause) but; then; (bound form) standard; norm; (bound form) principle; (literary) to imitate; to follow; classifie<br><small>一则 (yī zé); 再则 (zài zé); 准则 (zhǔn zé)</small>,hsk3_expansion
害,hài<br>to do harm to; to cause trouble to; harm; evil; calamity<br><small>伤害 (shāng hài); 侵害 (qīn hài); 光害 (guāng hài)</small>,hsk3_expansion
八,bā<br>eight<br><small>三八 (sān bā); 丘八 (qiū bā); 二八 (èr bā)</small>,hsk3_expansion
单,dān<br>surname Shan<br><small>下单 (xià dān); 不单 (bù dān); 买单 (mǎi dān)</small>,hsk3_expansion
久,jiǔ<br>(of a period of time) long<br><small>不久 (bù jiǔ); 久久 (jiǔ jiǔ); 久之 (jiǔ zhī)</small>,hsk3_expansion
脚,"jiǎo<br>foot; leg (of an animal or an object); base (of an object); CL:雙|双[shuang1],隻|只[zhi1]; classifier for kicks<br><small>下脚 (xià jiǎo); 住脚 (zhù jiǎo); 修脚 (xiū jiǎo)</small>",hsk3_expansion
德,dé<br>Germany; German; abbr. for 德國|德国[De2 guo2]<br><small>东德 (dōng dé); 两德 (liǎng dé); 丧德 (sàng dé)</small>,hsk3_expansion
元,yuán<br>surname Yuan; Yuan dynasty (1279–1368)<br><small>一元 (yī yuán); 三元 (sān yuán); 中元 (zhōng yuán)</small>,hsk3_expansion
脑,nǎo<br>brain; mind; head; essence<br><small>丘脑 (qiū nǎo); 主脑 (zhǔ nǎo); 动脑 (dòng nǎo)</small>,hsk3_expansion
楚,chǔ<br>surname Chu; abbr. for Hubei 湖北省[Hu2 bei3 Sheng3] and Hunan 湖南省[Hu2 nan2 Sheng3] provinces together; Chinese kingdom during the Spring and Autumn and Warring States Periods (722–22<br><small>凄楚 (qī chǔ); 吴楚 (wú chǔ); 悲楚 (bēi chǔ)</small>,hsk3_expansion
雨,"yǔ<br>rain; CL:陣|阵[zhen4],場|场[chang2]<br><small>下雨 (xià yǔ); 丝雨 (sī yǔ); 云雨 (yún yǔ)</small>",hsk3_expansion
睛,jīng<br>eye; eyeball<br><small>吸睛 (xī jīng); 定睛 (dìng jīng); 眳睛 (míng jīng)</small>,hsk3_expansion
响,xiǎng<br>echo; sound; noise; to make a sound; to sound; to ring; loud; classifier for noises<br><small>交响 (jiāo xiǎng); 凡响 (fán xiǎng); 半响 (bàn xiǎng)</small>,hsk3_expansion
刀,dāo<br>surname Dao<br><small>主刀 (zhǔ dāo); 军刀 (jūn dāo); 冰刀 (bīng dāo)</small>,hsk3_expansion
确,què<br>authenticated; solid; firm; real; true<br><small>准确 (zhǔn què); 明确 (míng què); 正确 (zhèng què)</small>,hsk3_expansion
玉,yù<br>jade<br><small>兰玉 (lán yù); 刚玉 (gāng yù); 勾玉 (gōu yù)</small>,hsk3_expansion
沉,chén<br>to submerge; to immerse; to sink; to keep down; to lower; to drop; deep; profound; heavy<br><small>下沉 (xià chén); 低沉 (dī chén); 击沉 (jī chén)</small>,hsk3_expansion
北,běi<br>north; (classical) to be defeated<br><small>三北 (sān běi); 东北 (dōng běi); 以北 (yǐ běi)</small>,hsk3_expansion
格,gé<br>used in 格登[ge1 deng1]; used in 格格[ge1 ge1]<br><small>与格 (yǔ gé); 严格 (yán gé); 主格 (zhǔ gé)</small>,hsk3_expansion
停,tíng<br>to stop; to halt; to park (a car)<br><small>不停 (bù tíng); 停下 (tíng xià); 停业 (tíng yè)</small>,hsk3_expansion
陈,"chén<br>surname Chen; Chen (c. 1045 – 479 BC), a Zhou dynasty state; Chen (557–589), one of the Southern Dynasties 南朝[Nan2 Chao2]<br><small>六陈 (liù chén); 坦陈 (tǎn chén); 展陈 (zhǎn chén)</small>",hsk3_expansion
市,shì<br>market; city; municipality (administrative unit); (literary) to trade; to buy and sell goods<br><small>上市 (shàng shì); 休市 (xiū shì); 利市 (lì shì)</small>,hsk3_expansion
朝,cháo<br>abbr. for 朝鮮|朝鲜[Chao2 xian3] Korea<br><small>中朝 (zhōng cháo); 临朝 (lín cháo); 今朝 (jīn zhāo)</small>,hsk3_expansion
喝,hē<br>to drink<br><small>喝水 (hē shuǐ); 喝茶 (hē chá); 吃喝 (chī hē)</small>,hsk3_expansion
族,"zú<br>race; nationality; ethnicity; clan; by extension, social group (e.g. office workers 上班族)<br><small>三族 (sān zú); 主族 (zhǔ zú); 京族 (jīng zú)</small>",hsk3_expansion
江,jiāng<br>surname Jiang; (bound form) Yangtze River; (bound form) Jiangsu Province (abbr. for 江蘇|江苏[Jiang1 su1])<br><small>宋江 (sòng jiāng); 江米 (jiāng mǐ); 江蓠 (jiāng lí)</small>,hsk3_expansion
团,"tuán<br>round; lump; ball; to roll into a ball; to gather; regiment; group; society; classifier for a lump or a soft mass: wad (of paper), ball (of wool), cloud (of smoke)<br><small>乐团 (yuè tuán); 体团 (tǐ tuán); 使团 (shǐ tuán)</small>",hsk3_expansion
母,mǔ<br>mother; elderly female relative; origin; source; (of animals) female<br><small>丈母 (zhàng mǔ); 世母 (shì mǔ); 义母 (yì mǔ)</small>,hsk3_expansion
章,zhāng<br>surname Zhang<br><small>乐章 (yuè zhāng); 像章 (xiàng zhāng); 党章 (dǎng zhāng)</small>,hsk3_expansion
装,zhuāng<br>adornment; to adorn; dress; clothing; costume (of an actor in a play); to play a role; to pretend; to install; to fix; to wrap (sth in a bag); to load; to pack<br><small>上装 (shàng zhuāng); 下装 (xià zhuāng); 中装 (zhōng zhuāng)</small>,hsk3_expansion
亮,liàng<br>bright; light; to shine; to flash; loud and clear; to show (one's passport etc); to make public (one's views etc)<br><small>乌亮 (wū liàng); 亮丽 (liàng lì); 亮光 (liàng guāng)</small>,hsk3_expansion
客,kè<br>customer; visitor; guest; classifier for servings or portions (when ordering food)<br><small>乘客 (chéng kè); 会客 (huì kè); 住客 (zhù kè)</small>,hsk3_expansion
照,zhào<br>to shine; to illuminate<br><small>仿照 (fǎng zhào); 依照 (yī zhào); 光照 (guāng zhào)</small>,hsk3_expansion
乱,luàn<br>in confusion or disorder; in a confused state of mind; disorder; upheaval; riot; illicit sexual relations; to throw into disorder; to mix up; indiscriminate; random; arbitrary<br><small>丧乱 (sāng luàn); 乱世 (luàn shì); 乱丢 (luàn diū)</small>,hsk3_expansion
易,yì<br>surname Yi; I Ching; Book of Changes (abbr. for 易經|易经[Yi4 jing1])<br><small>不易 (bù yì); 交易 (jiāo yì); 容易 (róng yì)</small>,hsk3_expansion
足,zú<br>excessive<br><small>不足 (bù zú); 世足 (shì zú); 丝足 (sī zú)</small>,hsk3_expansion
依,yī<br>to depend on; to comply with or listen to sb; according to; in the light of<br><small>不依 (bù yī); 依云 (yī yún); 依亲 (yī qīn)</small>,hsk3_expansion
黄,huáng<br>surname Huang or Hwang<br><small>偏黄 (piān huáng); 卵黄 (luǎn huáng); 大黄 (dà huáng)</small>,hsk3_expansion
修,xiū<br>surname Xiu<br><small>下修 (xià xiū); 主修 (zhǔ xiū); 保修 (bǎo xiū)</small>,hsk3_expansion
破,"pò<br>broken; damaged; worn out; lousy; rotten; to break, split or cleave; to get rid of; to destroy; to break with; to defeat; to capture (a city etc); to expose the truth of<br><small>侦破 (zhēn pò); 冲破 (chōng pò); 划破 (huà pò)</small>",hsk3_expansion
台,tái<br>Taiwan (abbr.); surname Tai<br><small>上台 (shàng tái); 下台 (xià tái); 中台 (zhōng tái)</small>,hsk3_expansion
球,qiú<br>ball; sphere; globe; CL:個|个[ge4]; ball game; match; CL:場|场[chang3]<br><small>主球 (zhǔ qiú); 人球 (rén qiú); 传球 (chuán qiú)</small>,hsk3_expansion
呀,ya<br>ah (used to express surprise); (onom.) creaking<br><small>吱呀 (zhī ya); 哎呀 (āi yā); 啊呀 (a ya)</small>,hsk3_expansion
院,yuàn<br>courtyard; institution; CL:個|个[ge4]<br><small>下院 (xià yuàn); 两院 (liǎng yuàn); 书院 (shū yuàn)</small>,hsk3_expansion
送,sòng<br>to send; to deliver; to transmit; to give (as a present); to see (sb) off; to accompany; to go along with<br><small>传送 (chuán sòng); 保送 (bǎo sòng); 函送 (hán sòng)</small>,hsk3_expansion
包,bāo<br>surname Bao<br><small>三包 (sān bāo); 丢包 (diū bāo); 书包 (shū bāo)</small>,hsk3_expansion
义,yì<br>surname Yi; (Tw) Italy (abbr. for 義大利|义大利[Yi4 da4 li4])<br><small>不义 (bú yì); 主义 (zhǔ yì); 义交 (yì jiāo)</small>,hsk3_expansion
诉,sù<br>to complain; to sue; to tell<br><small>上诉 (shàng sù); 主诉 (zhǔ sù); 倾诉 (qīng sù)</small>,hsk3_expansion
攻,gōng<br>to attack; to accuse; to study; (LGBT) top<br><small>专攻 (zhuān gōng); 主攻 (zhǔ gōng); 会攻 (huì gōng)</small>,hsk3_expansion
丝,"sī<br>silk; thread-like thing; (cuisine) shreds or julienne strips; classifier: a trace (of smoke etc), a tiny bit etc<br><small>丝囊 (sī náng); 丝巾 (sī jīn); 丝带 (sī dài)</small>",hsk3_expansion
围,wéi<br>surname Wei<br><small>入围 (rù wéi); 包围 (bāo wéi); 合围 (hé wéi)</small>,hsk3_expansion
玩,wán<br>to play; to have fun; to trifle with; toy; sth used for amusement; curio or antique (Taiwan pr. [wan4]); to keep sth for entertainment<br><small>古玩 (gǔ wán); 好玩 (hǎo wán); 展玩 (zhǎn wán)</small>,hsk3_expansion
待,dài<br>to stay; to remain<br><small>亏待 (kuī dài); 亟待 (jí dài); 优待 (yōu dài)</small>,hsk3_expansion
复,fù<br>to go and return; to return; to resume; to return to a normal or original state; to repeat; again; to recover; to restore; to turn over; to reply; to answer; to reply to a letter; <br><small>不复 (bù fù); 严复 (yán fù); 修复 (xiū fù)</small>,hsk3_expansion
况,kuàng<br>moreover; situation<br><small>何况 (hé kuàng); 况且 (kuàng qiě); 况味 (kuàng wèi)</small>,hsk3_expansion
楼,lóu<br>surname Lou<br><small>上楼 (shàng lóu); 下楼 (xià lóu); 主楼 (zhǔ lóu)</small>,hsk3_expansion
丽,lì<br>Korea<br><small>丽丽 (lì lì); 丽人 (lì rén); 丽实 (lì shí)</small>,hsk3_expansion
痛,tòng<br>ache; pain; sorrow; deeply; thoroughly<br><small>伤痛 (shāng tòng); 作痛 (zuò tòng); 切痛 (qiè tòng)</small>,hsk3_expansion
梦,mèng<br>dream (CL:場|场[chang2]); (bound form) to dream<br><small>做梦 (zuò mèng); 发梦 (fā mèng); 噩梦 (è mèng)</small>,hsk3_expansion
呼,hū<br>to call; to cry; to shout; to breath out; to exhale<br><small>传呼 (chuán hū); 吆呼 (yāo hū); 呜呼 (wū hū)</small>,hsk3_expansion
摇,yáo<br>surname Yao<br><small>动摇 (dòng yáo); 后摇 (hòu yáo); 手摇 (shǒu yáo)</small>,hsk3_expansion
期,qī<br>period; cycle<br><small>上期 (shàng qī); 下期 (xià qī); 不期 (bù qī)</small>,hsk3_expansion
英,yīng<br>United Kingdom; British; England; English; abbr. for 英國|英国[Ying1 guo2]<br><small>中英 (zhōng yīng); 反英 (fǎn yīng); 撷英 (xié yīng)</small>,hsk3_expansion
低,dī<br>low; beneath; to lower (one's head); to let droop; to hang down; to incline<br><small>低下 (dī xià); 低丘 (dī qiū); 低于 (dī yú)</small>,hsk3_expansion
帝,dì<br>emperor<br><small>上帝 (shàng dì); 五帝 (wǔ dì); 反帝 (fǎn dì)</small>,hsk3_expansion
兄,xiōng<br>elder brother<br><small>仁兄 (rén xiōng); 从兄 (cóng xiōng); 令兄 (lìng xiōng)</small>,hsk3_expansion
背,"bèi<br>to carry on one's back; (fig.) to bear; to shoulder (a burden, blame etc)<br><small>刀背 (dāo bèi); 去背 (qù bèi); 后背 (hòu bèi)</small>",hsk3_expansion
持,chí<br>to hold; to grasp; to support; to maintain; to persevere; to manage; to run (i.e. administer); to control<br><small>主持 (zhǔ chí); 争持 (zhēng chí); 住持 (zhù chí)</small>,hsk3_expansion
爷,yé<br>grandpa; old gentleman<br><small>佛爷 (fó yé); 侃爷 (kǎn yé); 倒爷 (dǎo yé)</small>,hsk3_expansion
皇,huáng<br>surname Huang<br><small>三皇 (sān huáng); 人皇 (rén huáng); 仓皇 (cāng huáng)</small>,hsk3_expansion
七,qī<br>seven; 7<br><small>七事 (qī shì); 七十 (qī shí); 七喜 (qī xǐ)</small>,hsk3_expansion
六,liù<br>six; 6<br><small>六书 (liù shū); 六亲 (liù qīn); 六价 (liù jià)</small>,hsk3_expansion
穿,chuān<br>to wear; to put on; to dress; to bore through; to pierce; to perforate; to penetrate; to pass through; to thread<br><small>冻穿 (dòng chuān); 刺穿 (cì chuān); 吃穿 (chī chuān)</small>,hsk3_expansion
杨,yáng<br>surname Yang<br><small>杨业 (yáng yè); 杨亿 (yáng yì); 杨俊 (yáng jùn)</small>,hsk3_expansion
政,zhèng<br>political; politics; government<br><small>专政 (zhuān zhèng); 主政 (zhǔ zhèng); 乱政 (luàn zhèng)</small>,hsk3_expansion
运,yùn<br>to move; to transport; to use; to apply; fortune; luck; fate<br><small>亚运 (yà yùn); 交运 (jiāo yùn); 倒运 (dǎo yùn)</small>,hsk3_expansion
居,jū<br>surname Ju<br><small>人居 (rén jū); 位居 (wèi jū); 住居 (zhù jū)</small>,hsk3_expansion
叶,yè<br>to be in harmony<br><small>中叶 (zhōng yè); 什叶 (shén yè); 刀叶 (dāo yè)</small>,hsk3_expansion
热,rè<br>to warm up; to heat up; hot (of weather); heat; fervent<br><small>亲热 (qīn rè); 传热 (chuán rè); 伴热 (bàn rè)</small>,hsk3_expansion
校,xiào<br>to check; to collate; to proofread<br><small>上校 (shàng xiào); 中校 (zhōng xiào); 住校 (zhù xiào)</small>,hsk3_expansion
谢,xiè<br>surname Xie<br><small>不谢 (bù xiè); 代谢 (dài xiè); 凋谢 (diāo xiè)</small>,hsk3_expansion
曾,céng<br>surname Zeng<br><small>不曾 (bù céng); 何曾 (hé zēng); 曾参 (céng cān)</small>,hsk3_expansion
古,gǔ<br>surname Gu<br><small>上古 (shàng gǔ); 中古 (zhōng gǔ); 亘古 (gèn gǔ)</small>,hsk3_expansion
细,xì<br>thin or slender; finely particulate; thin and soft; fine; delicate; trifling; (of a sound) quiet; frugal<br><small>仔细 (zǐ xì); 备细 (bèi xì); 奸细 (jiān xì)</small>,hsk3_expansion
产,chǎn<br>to give birth; to reproduce; to produce; product; resource; estate; property<br><small>中产 (zhōng chǎn); 丰产 (fēng chǎn); 临产 (lín chǎn)</small>,hsk3_expansion
睡,shuì<br>to sleep; to lie down<br><small>入睡 (rù shuì); 午睡 (wǔ shuì); 好睡 (hǎo shuì)</small>,hsk3_expansion
希,xī<br>to hope; to admire<br><small>乔希 (qiáo xī); 几希 (jī xī); 南希 (nán xī)</small>,hsk3_expansion
速,sù<br>fast; rapid; quick; velocity<br><small>不速 (bù sù); 从速 (cóng sù); 低速 (dī sù)</small>,hsk3_expansion
室,shì<br>surname Shi<br><small>云室 (yún shì); 侧室 (cè shì); 公室 (gōng shì)</small>,hsk3_expansion
旁,"páng<br>one side; other; different; lateral component of a Chinese character (such as 刂[dao1], 亻[ren2] etc)<br><small>一旁 (yī páng); 两旁 (liǎng páng); 偏旁 (piān páng)</small>",hsk3_expansion
另,lìng<br>other; another; separate; separately<br><small>单另 (dān lìng); 另一 (lìng yī); 另册 (lìng cè)</small>,hsk3_expansion
怀,huái<br>surname Huai<br><small>介怀 (jiè huái); 伤怀 (shāng huái); 关怀 (guān huái)</small>,hsk3_expansion
露,lù<br>surname Lu<br><small>产露 (chǎn lù); 出露 (chū lù); 初露 (chū lù)</small>,hsk3_expansion
异,yì<br>different; other; hetero-; unusual; strange; surprising; to distinguish; to separate; to discriminate<br><small>互异 (hù yì); 优异 (yōu yì); 分异 (fēn yì)</small>,hsk3_expansion
写,xiě<br>to write<br><small>临写 (lín xiě); 书写 (shū xiě); 乱写 (luàn xiě)</small>,hsk3_expansion
鬼,guǐ<br>disembodied spirit; ghost; devil; (suffix) person with a certain vice or addiction etc; one of the 28 constellations of ancient Chinese astronomy<br><small>五鬼 (wǔ guǐ); 伥鬼 (chāng guǐ); 做鬼 (zuò guǐ)</small>,hsk3_expansion
娘,niáng<br>mother; young lady; (coll.) effeminate<br><small>伪娘 (wěi niáng); 伴娘 (bàn niáng); 厨娘 (chú niáng)</small>,hsk3_expansion
取,qǔ<br>to take; to get; to choose; to fetch<br><small>争取 (zhēng qǔ); 借取 (jiè qǔ); 偷取 (tōu qǔ)</small>,hsk3_expansion
式,shì<br>type; form; pattern; style<br><small>中式 (zhōng shì); 义式 (yì shì); 仪式 (yí shì)</small>,hsk3_expansion
除,chú<br>to get rid of; to remove; to exclude; to eliminate; to wipe out; to divide; except; not including<br><small>乘除 (chéng chú); 免除 (miǎn chú); 减除 (jiǎn chú)</small>,hsk3_expansion
级,"jí<br>level; grade; rank; step (of stairs); CL:個|个[ge4]; classifier: step, level<br><small>一级 (yī jí); 三级 (sān jí); 上级 (shàng jí)</small>",hsk3_expansion
考,kǎo<br>to beat; to hit; to inspect; to test; to take an exam<br><small>中考 (zhōng kǎo); 代考 (dài kǎo); 会考 (huì kǎo)</small>,hsk3_expansion
建,jiàn<br>to establish; to found; to set up; to build; to construct<br><small>修建 (xiū jiàn); 兴建 (xīng jiàn); 内建 (nèi jiàn)</small>,hsk3_expansion
愿,yuàn<br>honest and prudent<br><small>不愿 (bù yuàn); 乡愿 (xiāng yuàn); 但愿 (dàn yuàn)</small>,hsk3_expansion
招,zhāo<br>to recruit; to provoke; to beckon; to incur; to infect; contagious; a move (chess); a maneuver; device; trick; to confess<br><small>中招 (zhòng zhāo); 出招 (chū zhāo); 妙招 (miào zhāo)</small>,hsk3_expansion
饭,fàn<br>cooked rice; CL:碗[wan3]; meal; CL:頓|顿[dun4]; (loanword) fan; devotee<br><small>下饭 (xià fàn); 中饭 (zhōng fàn); 便饭 (biàn fàn)</small>,hsk3_expansion
布,bù<br>to announce; to spread<br><small>传布 (chuán bù); 公布 (gōng bù); 分布 (fēn bù)</small>,hsk3_expansion
续,xù<br>to continue; to replenish<br><small>后续 (hòu xù); 存续 (cún xù); 延续 (yán xù)</small>,hsk3_expansion
程,chéng<br>surname Cheng<br><small>专程 (zhuān chéng); 中程 (zhōng chéng); 产程 (chǎn chéng)</small>,hsk3_expansion
首,"shǒu<br>head; chief; first (occasion, thing etc); classifier for poems, songs etc<br><small>上首 (shàng shǒu); 为首 (wéi shǒu); 会首 (huì shǒu)</small>",hsk3_expansion
观,guān<br>surname Guan<br><small>三观 (sān guān); 主观 (zhǔ guān); 乐观 (lè guān)</small>,hsk3_expansion
朋,péng<br>friend<br><small>亲朋 (qīn péng); 宾朋 (bīn péng); 朋党 (péng dǎng)</small>,hsk3_expansion
务,wù<br>affair; business; matter; to be engaged in; to attend to; by all means<br><small>世务 (shì wù); 业务 (yè wù); 义务 (yì wù)</small>,hsk3_expansion
掉,"diào<br>to fall; to drop; to lag behind; to lose; to go missing; to reduce; fall (in prices); to lose (value, weight etc); to wag; to swing; to turn; to change; to exchange; to swap; to sh<br><small>丢掉 (diū diào); 乱掉 (luàn diào); 做掉 (zuò diào)</small>",hsk3_expansion
赶,gǎn<br>to overtake; to catch up with; to hurry; to rush; to try to catch (the bus etc); to drive (cattle etc) forward; to drive (sb) away; to avail oneself of (an opportunity); until; by <br><small>赶上 (gǎn shàng); 赶出 (gǎn chū); 赶到 (gǎn dào)</small>,hsk3_expansion
忽,hū<br>surname Hu<br><small>倏忽 (shū hū); 忽哨 (hū shào); 忽地 (hū dì)</small>,hsk3_expansion
注,"zhù<br>(bound form) to pour into; to flow into; to inject; (bound form) to focus (one's spirit, gaze etc) on a single point; to concentrate; (bound form) stake (in gambling); classifier f<br><small>下注 (xià zhù); 专注 (zhuān zhù); 倾注 (qīng zhù)</small>",hsk3_expansion
术,shù<br>method; technique<br><small>仁术 (rén shù); 兽术 (shòu shù); 剑术 (jiàn shù)</small>,hsk3_expansion
甚,shèn<br>excessive; undue; to exceed; to be more than; very; extremely; (dialect) what; whatever (Taiwan pr. [shen2])<br><small>不甚 (bù shèn); 幸甚 (xìng shèn); 甚且 (shèn qiě)</small>,hsk3_expansion
差,chà<br>difference; discrepancy; (math.) difference (amount remaining after a subtraction); (literary) a little; somewhat; slightly<br><small>不差 (bù chà); 交差 (jiāo chāi); 价差 (jià chà)</small>,hsk3_expansion
呵,hē<br>(bound form) to scold; to expel breath; (onom.) laughter (usu. reduplicated); interjection of surprise<br><small>叱呵 (chì hē); 呵呵 (hē hē); 呵喝 (hē hè)</small>,hsk3_expansion
展,zhǎn<br>surname Zhan<br><small>个展 (gè zhǎn); 伸展 (shēn zhǎn); 参展 (cān zhǎn)</small>,hsk3_expansion
争,zhēng<br>to strive for; to vie for; to argue or debate; deficient or lacking (dialect); how or what (literary)<br><small>不争 (bù zhēng); 争先 (zhēng xiān); 争光 (zhēng guāng)</small>,hsk3_expansion
品,pǐn<br>(bound form) article; commodity; product; goods; (bound form) grade; rank; kind; type; variety; character; disposition; nature; temperament; to taste sth; to sample; to criticize; <br><small>一品 (yī pǐn); 上品 (shàng pǐn); 乳品 (rǔ pǐn)</small>,hsk3_expansion
兰,"lán<br>surname Lan; abbr. for Lanzhou 蘭州|兰州[Lan2 zhou1], Gansu<br><small>亚兰 (yà lán); 兰交 (lán jiāo); 兰克 (lán kè)</small>",hsk3_expansion
宝,bǎo<br>jewel; gem; treasure; precious<br><small>三宝 (sān bǎo); 二宝 (èr bǎo); 元宝 (yuán bǎo)</small>,hsk3_expansion
香,xiāng<br>fragrant; sweet smelling; aromatic; savory or appetizing; (to eat) with relish; (of sleep) sound; perfume or spice; joss or incense stick; CL:根[gen1]<br><small>丁香 (dīng xiāng); 上香 (shàng xiāng); 书香 (shū xiāng)</small>,hsk3_expansion
斗,dòu<br>abbr. for the Big Dipper constellation 北斗星[Bei3 dou3 xing1]<br><small>争斗 (zhēng dòu); 公斗 (gōng dòu); 内斗 (nèi dòu)</small>,hsk3_expansion
故,"gù<br>happening; instance; reason; cause; intentional; former; old; friend; therefore; hence; (of people) to die, dead<br><small>世故 (shì gù); 事故 (shì gù); 亡故 (wáng gù)</small>",hsk3_expansion
雷,léi<br>surname Lei<br><small>响雷 (xiǎng léi); 地雷 (dì léi); 大雷 (dà léi)</small>,hsk3_expansion
