front,back,tags
吧,"ba<br>bar (loanword) (serving drinks, or providing Internet access etc); to puff (on a pipe etc); (onom.) bang; abbr. for 貼吧|贴吧[tie1 ba1]<br><small>吧主 (ba zhǔ); 吧务 (ba wù); 吧台 (bā tái)</small>",hsk1_core
却,què<br>but; yet; however; while; to go back; to decline; to retreat; nevertheless; even though<br><small>了却 (liǎo què); 冷却 (lěng què); 却倒 (què dào)</small>,hsk2_expansion
口,"kǒu<br>mouth; classifier for things with mouths (people, domestic animals, cannons, wells etc); classifier for bites or mouthfuls<br><small>一口 (yī kǒu); 上口 (shàng kǒu); 串口 (chuàn kǒu)</small>",hsk2_expansion
觉,jué<br>a nap; a sleep; CL:場|场[chang2]<br><small>不觉 (bù jué); 乖觉 (guāi jué); 先觉 (xiān jué)</small>,hsk2_expansion
啊,a<br>interjection of surprise; Ah!; Oh!<br><small>啊呀 (a ya); 啊哟 (a yō); 天啊 (tiān a)</small>,hsk2_expansion
因,yīn<br>cause; reason; because<br><small>主因 (zhǔ yīn); 兹因 (zī yīn); 前因 (qián yīn)</small>,hsk2_expansion
白,bái<br>surname Bai<br><small>乳白 (rǔ bái); 关白 (guān bái); 剖白 (pōu bái)</small>,hsk2_expansion
次,"cì<br>next in sequence; second; the second (day, time etc); secondary; vice-; sub-; infra-; inferior quality; substandard; order; sequence; hypo- (chemistry); classifier for enumerated e<br><small>一次 (yī cì); 三次 (sān cì); 上次 (shàng cì)</small>",hsk2_expansion
军,jūn<br>(bound form) army; military<br><small>三军 (sān jūn); 义军 (yì jūn); 亚军 (yà jūn)</small>,hsk2_expansion
做,"zuò<br>to make; to produce; to write; to compose; to do; to engage in; to hold (a party etc); (of a person) to be (an intermediary, a good student etc); to become (husband and wife, frien<br><small>做东 (zuò dōng); 做为 (zuò wèi); 做事 (zuò shì)</small>",hsk2_expansion
外,wài<br>outside; in addition; foreign; external<br><small>不外 (bù wài); 中外 (zhōng wài); 之外 (zhī wài)</small>,hsk2_expansion
门,mén<br>surname Men<br><small>上门 (shàng mén); 与门 (yǔ mén); 专门 (zhuān mén)</small>,hsk2_expansion
光,guāng<br>light; ray (CL:道[dao4]); bright; shiny; only; merely; used up; finished; to leave (a part of the body) uncovered<br><small>三光 (sān guāng); 不光 (bù guāng); 乳光 (rǔ guāng)</small>,hsk2_expansion
风,"fēng<br>wind; news; style; custom; manner; CL:陣|阵[zhen4],絲|丝[si1]<br><small>上风 (shàng fēng); 下风 (xià fēng); 世风 (shì fēng)</small>",hsk2_expansion
主,zhǔ<br>owner; master; host; individual or party concerned; God; Lord; main; to indicate or signify; trump card (in card games)<br><small>业主 (yè zhǔ); 东主 (dōng zhǔ); 为主 (wéi zhǔ)</small>,hsk2_expansion
住,zhù<br>to live; to reside; to stay; to stop; to cease; (result complement indicating firmness or a stable achieved state)<br><small>不住 (bú zhù); 住区 (zhù qū); 住友 (zhù yǒu)</small>,hsk2_expansion
果,guǒ<br>fruit; result; resolute; indeed; if really<br><small>刚果 (gāng guǒ); 后果 (hòu guǒ); 因果 (yīn guǒ)</small>,hsk2_expansion
与,"yǔ<br>(formal) and; together with (linking parallel nouns, verbs, or phrases); (formal) with; from (marking the other participant in an interaction, comparison, or contrast, e.g. 與他握手|与他<br><small>与会 (yù huì); 与共 (yǔ gòng); 与否 (yǔ fǒu)</small>",hsk2_expansion
全,quán<br>surname Quan<br><small>万全 (wàn quán); 两全 (liǎng quán); 保全 (bǎo quán)</small>,hsk2_expansion
二,èr<br>two; 2; (Beijing dialect) stupid<br><small>一二 (yī èr); 不二 (bù èr); 二世 (èr shì)</small>,hsk2_expansion
候,hòu<br>to wait; to inquire after; to watch; season; climate; (old) period of five days<br><small>伺候 (cì hòu); 侍候 (shì hòu); 俟候 (qí hòu)</small>,hsk2_expansion
公,"gōng<br>public; collectively owned; common; international (e.g. high seas, metric system, calendar); make public; fair; just; Duke, highest of five orders of nobility 五等爵位[wu3 deng3 jue2 w<br><small>公司 (gōng sī); 办公室 (bàn gōng shì); 公共 (gōng gòng)</small>",hsk2_expansion
相,xiāng<br>surname Xiang<br><small>上相 (shàng xiàng); 丑相 (chǒu xiàng); 世相 (shì xiāng)</small>,hsk2_expansion
吗,ma<br>(coll.) what?<br><small>吗哪 (ma nǎ); 吗喽 (ma lóu); 约吗 (yuē ma)</small>,hsk2_expansion
等,děng<br>to wait for; to await; by the time; when; till; and so on; etc.; et al.; (bound form) class; rank; grade; (bound form) equal to; same as; (used to end an enumeration); (literary) (<br><small>一等 (yī děng); 上等 (shàng děng); 不等 (bù děng)</small>,hsk2_expansion
别,bié<br>surname Bie<br><small>个别 (gè bié); 临别 (lín bié); 久别 (jiǔ bié)</small>,hsk2_expansion
色,sè<br>color; CL:種|种[zhong3]; look; appearance; sex<br><small>上色 (shàng sè); 乐色 (lè sè); 五色 (wǔ sè)</small>,hsk2_expansion
死,sǐ<br>to die; impassable; uncrossable; inflexible; rigid; extremely; damned<br><small>临死 (lín sǐ); 作死 (zuò sǐ); 假死 (jiǎ sǐ)</small>,hsk2_expansion
张,zhāng<br>surname Zhang<br><small>主张 (zhǔ zhāng); 乖张 (guāi zhāng); 伸张 (shēn zhāng)</small>,hsk2_expansion
部,"bù<br>ministry; department; section; part; division; troops; board; classifier for works of literature, films, machines etc<br><small>上部 (shàng bù); 东部 (dōng bù); 中部 (zhōng bù)</small>",hsk2_expansion
太,tài<br>highest; greatest; too (much); very; extremely<br><small>亚太 (yà tài); 印太 (yìn tài); 太上 (tài shàng)</small>,hsk2_expansion
日,"rì<br>abbr. for 日本[Ri4 ben3], Japan<br><small>不日 (bù rì); 中日 (zhōng rì); 主日 (zhǔ rì)</small>",hsk2_expansion
少,shǎo<br>few; less; to lack; to be missing; to stop (doing sth); seldom<br><small>不少 (bù shǎo); 减少 (jiǎn shǎo); 多少 (duō shǎo)</small>,hsk2_expansion
战,zhàn<br>to fight; fight; war; battle<br><small>一战 (yī zhàn); 临战 (lín zhàn); 争战 (zhēng zhàn)</small>,hsk2_expansion
理,lǐ<br>texture; grain (of wood); inner essence; intrinsic order; reason; logic; truth; science; natural science (esp. physics); to manage; to pay attention to; to run (affairs); to handle<br><small>不理 (bù lǐ); 义理 (yì lǐ); 乐理 (yuè lǐ)</small>,hsk2_expansion
直,"zhí<br>surname Zhi; Zhi (c. 2000 BC), fifth of the legendary Flame Emperors 炎帝[Yan2 di4] descended from Shennong 神農|神农[Shen2 nong2] Farmer God<br><small>一直 (yì zhí); 亢直 (kàng zhí); 任直 (rèn zhí)</small>",hsk2_expansion
重,zhòng<br>to repeat; repetition; again; re-; classifier: layer<br><small>三重 (sān chóng); 两重 (liǎng zhòng); 严重 (yán zhòng)</small>,hsk2_expansion
王,wáng<br>surname Wang<br><small>亲王 (qīn wáng); 先王 (xiān wáng); 冥王 (míng wáng)</small>,hsk2_expansion
像,xiàng<br>to resemble; to be like; to look as if; such as; appearance; image; portrait; image under a mapping (math.)<br><small>人像 (rén xiàng); 佛像 (fó xiàng); 倒像 (dào xiàng)</small>,hsk2_expansion
脸,"liǎn<br>face; CL:張|张[zhang1],個|个[ge4]<br><small>上脸 (shàng liǎn); 丢脸 (diū liǎn); 做脸 (zuò liǎn)</small>",hsk2_expansion
比,bǐ<br>Belgium; Belgian; abbr. for 比利時|比利时[Bi3 li4 shi2]<br><small>不比 (bù bǐ); 占比 (zhàn bǐ); 反比 (fǎn bǐ)</small>,hsk2_expansion
快,kuài<br>rapid; quick; speed; rate; soon; almost; to make haste; clever; sharp (of knives or wits); forthright; plainspoken; gratified; pleased; pleasant<br><small>不快 (bù kuài); 凉快 (liáng kuài); 加快 (jiā kuài)</small>,hsk2_expansion
何,hé<br>surname He<br><small>为何 (wèi hé); 从何 (cóng hé); 任何 (rèn hé)</small>,hsk2_expansion
水,shuǐ<br>surname Shui<br><small>上水 (shàng shuǐ); 下水 (xià shuǐ); 中水 (zhōng shuǐ)</small>,hsk2_expansion
名,míng<br>name; noun (part of speech); place (e.g. among winners); famous; classifier for people<br><small>名字 (míng zì); 有名 (yǒu míng); 名单 (míng dān)</small>,hsk2_expansion
体,tǐ<br>used in 體己|体己[ti1 ji5]; Taiwan pr. [ti3]<br><small>一体 (yī tǐ); 三体 (sān tǐ); 下体 (xià tǐ)</small>,hsk2_expansion
呢,"ne<br>(sentence-final particle) used in questions to link back to prior discourse or context (""what about...?"", ""and...?""); (sentence-final particle) indicating that a state or situation<br><small>呢呢 (ne ne); 呢喃 (ní nán); 呢子 (ní zi)</small>",hsk2_expansion
东,dōng<br>surname Dong<br><small>东东 (dōng dōng); 东主 (dōng zhǔ); 东亚 (dōng yà)</small>,hsk2_expansion
叫,jiào<br>to shout; to call; to order; to ask; to be called; by (indicates agent in the passive mood)<br><small>乱叫 (luàn jiào); 叫作 (jiào zuò); 叫做 (jiào zuò)</small>,hsk2_expansion
西,xī<br>the West; abbr. for Spain 西班牙[Xi1 ban1 ya2]; Spanish<br><small>东西 (dōng xī); 中西 (zhōng xī); 以西 (yǐ xī)</small>,hsk2_expansion
应,yīng<br>surname Ying; Taiwan pr. [Ying4]<br><small>一应 (yī yīng); 供应 (gōng yìng); 反应 (fǎn yìng)</small>,hsk2_expansion
便,biàn<br>plain; informal; suitable; convenient; opportune; to urinate or defecate; equivalent to 就[jiu4]: then; in that case; even if; soon afterwards<br><small>不便 (bù biàn); 乘便 (chéng biàn); 二便 (èr biàn)</small>,hsk2_expansion
放,fàng<br>to put; to place; to release; to free; to let go; to let out; to set off (fireworks)<br><small>下放 (xià fàng); 倒放 (dào fàng); 停放 (tíng fàng)</small>,hsk2_expansion
马,mǎ<br>surname Ma; abbr. for Malaysia 馬來西亞|马来西亚[Ma3 lai2 xi1 ya4]<br><small>上马 (shàng mǎ); 下马 (xià mǎ); 人马 (rén mǎ)</small>,hsk2_expansion
难,nán<br>difficult (to...); problem; difficulty; difficult; not good<br><small>万难 (wàn nán); 两难 (liǎng nán); 临难 (lín nàn)</small>,hsk2_expansion
轻,qīng<br>light; easy; gentle; soft; reckless; unimportant; frivolous; small in number; unstressed; neutral; to disparage<br><small>从轻 (cóng qīng); 减轻 (jiǎn qīng); 屁轻 (pì qīng)</small>,hsk2_expansion
更,gèng<br>to change or replace; to experience; one of the five two-hour periods into which the night was formerly divided; watch (e.g. of a sentry or guard)<br><small>一更 (yī gèng); 三更 (sān gēng); 二更 (èr gèng)</small>,hsk2_expansion
美,měi<br>(bound form) the Americas (abbr. for 美洲[Mei3 zhou1]); (bound form) USA (abbr. for 美國|美国[Mei3 guo2])<br><small>中美 (zhōng měi); 丰美 (fēng měi); 亲美 (qīn měi)</small>,hsk2_expansion
位,wèi<br>position; location; place; seat; classifier for people (honorific); classifier for binary bits (e.g. 十六位 16-bit or 2 bytes); (physics) potential<br><small>万位 (wàn wèi); 上位 (shàng wèi); 个位 (gè wèi)</small>,hsk2_expansion
关,guān<br>surname Guan<br><small>事关 (shì guān); 入关 (rù guān); 公关 (gōng guān)</small>,hsk2_expansion
机,jī<br>surname Ji<br><small>专机 (zhuān jī); 主机 (zhǔ jī); 乘机 (chéng jī)</small>,hsk2_expansion
接,jiē<br>to receive; to answer (the phone); to meet or welcome sb; to connect; to catch; to join; to extend; to take one's turn on duty; to take over for sb<br><small>交接 (jiāo jiē); 剪接 (jiǎn jiē); 割接 (gē jiē)</small>,hsk2_expansion
先,xiān<br>beforehand; first; earlier; at first; originally; for the time being; for now; (prefix) my late (in referring to deceased relatives older than oneself)<br><small>争先 (zhēng xiān); 事先 (shì xiān); 从先 (cóng xiān)</small>,hsk2_expansion
文,wén<br>surname Wen<br><small>上文 (shàng wén); 中文 (zhōng wén); 互文 (hù wén)</small>,hsk2_expansion
处,chù<br>to reside; to live; to dwell; to be in; to be situated at; to stay; to get along with; to be in a position of; to deal with; to discipline; to punish<br><small>住处 (zhù chù); 何处 (hé chù); 僻处 (pì chù)</small>,hsk2_expansion
并,bìng<br>and; furthermore; also; together with; (not) at all; simultaneously; to combine; to join; to merge<br><small>一并 (yī bìng); 交并 (jiāo bìng); 兼并 (jiān bìng)</small>,hsk2_expansion
望,wàng<br>full moon; to hope; to expect; to visit; to gaze (into the distance); to look towards; towards<br><small>人望 (rén wàng); 仰望 (yǎng wàng); 企望 (qǐ wàng)</small>,hsk2_expansion
常,cháng<br>surname Chang<br><small>中常 (zhōng cháng); 五常 (wǔ cháng); 伦常 (lún cháng)</small>,hsk2_expansion
完,wán<br>to finish; to be over; whole; complete; entire<br><small>做完 (zuò wán); 写完 (xiě wán); 卖完 (mài wán)</small>,hsk2_expansion
四,sì<br>four; 4<br><small>五四 (wǔ sì); 六四 (liù sì); 再四 (zài sì)</small>,hsk2_expansion
飞,fēi<br>to fly<br><small>停飞 (tíng fēi); 单飞 (dān fēi); 双飞 (shuāng fēi)</small>,hsk2_expansion
师,shī<br>surname Shi<br><small>业师 (yè shī); 为师 (wèi shī); 乐师 (yuè shī)</small>,hsk2_expansion
者,zhě<br>(after a verb or adjective) one who (is) ...; (after a noun) person involved in ...; -er; -ist; (used after a number or 後|后[hou4] or 前[qian2] to refer to sth mentioned previously);<br><small>业者 (yè zhě); 两者 (liǎng zhě); 二者 (èr zhě)</small>,hsk2_expansion
安,ān<br>surname An<br><small>安全 (ān quán); 安排 (ān pái); 平安 (píng ān)</small>,hsk2_expansion
清,qīng<br>Qing (Wade-Giles: Ch'ing) dynasty of China (1644–1911); surname Qing<br><small>不清 (bù qīng); 两清 (liǎng qīng); 乳清 (rǔ qīng)</small>,hsk2_expansion
刚,gāng<br>hard; firm; strong; just; barely; exactly<br><small>刚一 (gāng yī); 刚体 (gāng tǐ); 刚健 (gāng jiàn)</small>,hsk2_expansion
跟,gēn<br>heel; to follow closely; to go with; (of a woman) to marry sb; with; compared with; to; towards; and (joining two nouns)<br><small>紧跟 (jǐn gēn); 脚跟 (jiǎo gēn); 跟上 (gēn shàng)</small>,hsk2_expansion
月,"yuè<br>moon; month; monthly; CL:個|个[ge4],輪|轮[lun2]<br><small>这个月 (zhè ge yuè); 下个月 (xià gè yuè); 月亮 (yuè liàng)</small>",hsk2_expansion
信,xìn<br>letter; mail; CL:封[feng1]; to trust; to believe; to profess faith in; truthful; confidence; trust; at will; at random<br><small>书信 (shū xìn); 互信 (hù xìn); 亲信 (qīn xìn)</small>,hsk2_expansion
山,shān<br>surname Shan<br><small>下山 (xià shān); 假山 (jiǎ shān); 喀山 (kā shān)</small>,hsk2_expansion
爱,ài<br>to love; to be fond of; to like; affection; to be inclined (to do sth); to tend to (happen)<br><small>爱好 (ài hào); 可爱 (kě ài); 热爱 (rè ài)</small>,hsk2_expansion
内,nèi<br>inside; inner; internal; within; interior<br><small>业内 (yè nèi); 之内 (zhī nèi); 以内 (yǐ nèi)</small>,hsk2_expansion
龙,lóng<br>surname Long<br><small>上龙 (shàng lóng); 业龙 (yè lóng); 乘龙 (chéng lóng)</small>,hsk2_expansion
空,kōng<br>empty; air; sky; in vain<br><small>一空 (yī kōng); 上空 (shàng kōng); 中空 (zhōng kōng)</small>,hsk2_expansion
带,dài<br>band; belt; girdle; ribbon; tire; area; zone; region; CL:條|条[tiao2]; to wear; to carry; to take along; to bear (i.e. to have); to lead; to bring; to look after; to raise<br><small>一带 (yī dài); 不带 (bù dài); 丝带 (sī dài)</small>,hsk2_expansion
找,zhǎo<br>to try to find; to look for; to call on sb; to find; to seek; to return; to give change<br><small>寻找 (xún zhǎo); 找事 (zhǎo shì); 找出 (zhǎo chū)</small>,hsk2_expansion
原,yuán<br>surname Yuan; (Japanese surname) Hara<br><small>冰原 (bīng yuán); 冻原 (dòng yuán); 原义 (yuán yì)</small>,hsk2_expansion
入,"rù<br>to enter; to go into; to join; to become a member of; (bound form) to conform to (as in 入時|入时[ru4 shi2]); abbr. for 入聲|入声[ru4 sheng1]; (on product packaging, after {number n} + {cl<br><small>买入 (mǎi rù); 介入 (jiè rù); 代入 (dài rù)</small>",hsk2_expansion
李,lǐ<br>surname Li<br><small>李俊 (lǐ jùn); 李冰 (lǐ bīng); 李冶 (lǐ yě)</small>,hsk2_expansion
连,lián<br>surname Lian<br><small>一连 (yī lián); 二连 (èr lián); 互连 (hù lián)</small>,hsk2_expansion
吃,"chī<br>to eat; to consume; to eat at (a cafeteria etc); to eradicate; to destroy; to absorb; to suffer (shock, injury, defeat etc)<br><small>吃饭 (chī fàn); 好吃 (hǎo chī); 吃完 (chī wán)</small>",hsk2_expansion
场,"chǎng<br>threshing floor; classifier for events and happenings: spell, episode, bout<br><small>上场 (shàng chǎng); 下场 (xià chǎng); 专场 (zhuān chǎng)</small>",hsk2_expansion
平,píng<br>surname Ping<br><small>不平 (bù píng); 公平 (gōng píng); 北平 (běi píng)</small>,hsk2_expansion
思,sī<br>to think; to consider<br><small>反思 (fǎn sī); 哀思 (āi sī); 哲思 (zhé sī)</small>,hsk2_expansion
林,lín<br>surname Lin; Japanese surname Hayashi<br><small>丛林 (cóng lín); 乔林 (qiáo lín); 佩林 (pèi lín)</small>,hsk2_expansion
变,biàn<br>to change; to become different; to transform; to vary; rebellion<br><small>不变 (bù biàn); 丕变 (pī biàn); 事变 (shì biàn)</small>,hsk2_expansion
使,shǐ<br>to make; to cause; to enable; to use; to employ; to send; to instruct sb to do sth; envoy; messenger<br><small>主使 (zhǔ shǐ); 使出 (shǐ chū); 使劲 (shǐ jìn)</small>,hsk2_expansion
由,yóu<br>to follow; from; because of; due to; by; via; through; (before a noun and a verb) it is for ... to ...<br><small>不由 (bù yóu); 事由 (shì yóu); 交由 (jiāo yóu)</small>,hsk2_expansion
受,shòu<br>to receive; to accept; to suffer; subjected to; to bear; to stand; pleasant; (passive marker); (LGBT) bottom<br><small>享受 (xiǎng shòu); 免受 (miǎn shòu); 受业 (shòu yè)</small>,hsk2_expansion
亲,qīn<br>parent; one's own (flesh and blood); relative; related; marriage; bride; close; intimate; in person; first-hand; in favor of; pro-; to kiss; (Internet slang) dear<br><small>丧亲 (sàng qīn); 亲临 (qīn lín); 亲事 (qīn shì)</small>,hsk2_expansion
命,"mìng<br>life; fate; order or command; to assign a name, title etc<br><small>丢命 (diū mìng); 丧命 (sàng mìng); 亡命 (wáng mìng)</small>",hsk2_expansion
目,mù<br>eye; (literary) to look; to regard; eye (of a net); mesh; mesh size; grit size (abbr. for 目數|目数[mu4 shu4]); item; section; list; catalogue; (taxonomy) order; name; title<br><small>举目 (jǔ mù); 书目 (shū mù); 亚目 (yà mù)</small>,hsk2_expansion
强,qiáng<br>surname Qiang<br><small>倔强 (jué jiàng); 八强 (bā qiáng); 列强 (liè qiáng)</small>,hsk2_expansion
男,"nán<br>(bound form) male; baron, the lowest of the five ranks of nobility 五等爵位[wu3 deng3 jue2 wei4]<br><small>剩男 (shèng nán); 型男 (xíng nán); 处男 (chù nán)</small>",hsk2_expansion
任,rèn<br>surname Ren<br><small>上任 (shàng rèn); 下任 (xià rèn); 专任 (zhuān rèn)</small>,hsk2_expansion
该,gāi<br>should; ought to; probably; must be; to deserve; to owe; to be sb's turn to do sth; that; the above-mentioned<br><small>不该 (bù gāi); 合该 (hé gāi); 应该 (yīng gāi)</small>,hsk2_expansion
路,lù<br>surname Lu<br><small>一路 (yī lù); 上路 (shàng lù); 中路 (zhōng lù)</small>,hsk2_expansion
车,chē<br>surname Che<br><small>上车 (shàng chē); 下车 (xià chē); 专车 (zhuān chē)</small>,hsk2_expansion
今,"jīn<br>now; the present time; current; contemporary; this (day, year etc)<br><small>今世 (jīn shì); 今人 (jīn rén); 今儿 (jīn ér)</small>",hsk2_expansion
海,hǎi<br>surname Hai<br><small>上海 (shàng hǎi); 下海 (xià hǎi); 业海 (yè hǎi)</small>,hsk2_expansion
加,jiā<br>Canada (abbr. for 加拿大[Jia1 na2 da4]); surname Jia<br><small>不加 (bù jiā); 东加 (dōng jiā); 严加 (yán jiā)</small>,hsk2_expansion
远,yuǎn<br>far; distant; remote; (intensifier in a comparison) by far; much (lower etc)<br><small>久远 (jiǔ yuǎn); 偏远 (piān yuǎn); 僻远 (pì yuǎn)</small>,hsk2_expansion
活,huó<br>to live; alive; living; work; workmanship<br><small>乐活 (lè huó); 做活 (zuò huó); 全活 (quán huó)</small>,hsk2_expansion
特,"tè<br>special; unique; distinguished; especially; unusual; very; abbr. for 特克斯[te4 ke4 si1], tex<br><small>不特 (bù tè); 亨特 (hēng tè); 兰特 (lán tè)</small>",hsk2_expansion
解,jiě<br>surname Xie<br><small>不解 (bù jiě); 了解 (liǎo jiě); 分解 (fēn jiě)</small>,hsk2_expansion
电,diàn<br>lightning; electricity; electric (bound form); to get (or give) an electric shock; phone call or telegram etc; to send via telephone or telegram etc<br><small>电话 (diàn huà); 电脑 (diàn nǎo); 电梯 (diàn tī)</small>,hsk2_expansion
世,shì<br>surname Shi<br><small>一世 (yī shì); 万世 (wàn shì); 三世 (sān shì)</small>,hsk2_expansion
性,"xìng<br>nature; character; property; quality; attribute; sexuality; sex; gender; suffix forming adjective from verb; suffix forming noun from adjective, corresponding to -ness or -ity; ess<br><small>两性 (liǎng xìng); 个性 (gè xìng); 中性 (zhōng xìng)</small>",hsk2_expansion
表,biǎo<br>exterior surface; family relationship via females; to show (one's opinion); a model; a table (listing information); a form; a meter (measuring sth)<br><small>代表 (dài biǎo); 仪表 (yí biǎo); 体表 (tǐ biǎo)</small>,hsk2_expansion
许,xǔ<br>surname Xu<br><small>不许 (bù xǔ); 也许 (yě xǔ); 些许 (xiē xǔ)</small>,hsk2_expansion
它,tā<br>it<br><small>其它 (qí tā); 吉它 (jí tā); 它们 (tā men)</small>,hsk2_expansion
立,lì<br>surname Li<br><small>两立 (liǎng lì); 中立 (zhōng lì); 书立 (shū lì)</small>,hsk2_expansion
黑,hēi<br>short name for Heilongjiang 黑龍江|黑龙江[Hei1 long2 jiang1]<br><small>乌黑 (wū hēi); 傍黑 (bàng hēi); 变黑 (biàn hēi)</small>,hsk2_expansion
金,jīn<br>surname Jin; surname Kim (Korean); Jurchen Jin dynasty (1115–1234)<br><small>五金 (wǔ jīn); 亚金 (yà jīn); 佣金 (yòng jīn)</small>,hsk2_expansion
红,hóng<br>surname Hong<br><small>乔红 (qiáo hóng); 分红 (fēn hóng); 发红 (fā hóng)</small>,hsk2_expansion
花,huā<br>surname Hua<br><small>乱花 (luàn huā); 供花 (gōng huā); 兰花 (lán huā)</small>,hsk2_expansion
转,zhuǎn<br>see 轉文|转文[zhuai3 wen2]<br><small>中转 (zhōng zhuǎn); 倒转 (dào zhuǎn); 偏转 (piān zhuǎn)</small>,hsk2_expansion
总,zǒng<br>(bound form) general; overall; to sum up; in every case; always; invariably; anyway; after all; eventually; sooner or later; surely; (after a person's name) abbr. for 總經理|总经理[zong3<br><small>一总 (yī zǒng); 加总 (jiā zǒng); 总之 (zǒng zhī)</small>,hsk2_expansion
算,suàn<br>to calculate; to figure out; to include; to count in; to count; to be valid; to carry weight; to regard as; to consider (to be ...)<br><small>上算 (shàng suàn); 不算 (bù suàn); 估算 (gū suàn)</small>,hsk2_expansion
城,"chéng<br>city walls; city; town; CL:座[zuo4],道[dao4],個|个[ge4]<br><small>京城 (jīng chéng); 倾城 (qīng chéng); 关城 (guān chéng)</small>",hsk2_expansion
队,duì<br>squadron; team; group; CL:個|个[ge4]<br><small>主队 (zhǔ duì); 乐队 (yuè duì); 仪队 (yí duì)</small>,hsk2_expansion
孩,hái<br>(bound form) child<br><small>女孩 (nǚ hái); 婴孩 (yīng hái); 孩儿 (hái ér)</small>,hsk2_expansion
反,fǎn<br>contrary; in reverse; inside out or upside down; to reverse; to return; to oppose; opposite; against; anti-; to rebel; to use analogy; instead; abbr. for 反切[fan3 qie4] phonetic sys<br><small>三反 (sān fǎn); 倒反 (dǎo fǎn); 反串 (fǎn chuàn)</small>,hsk2_expansion
工,gōng<br>work; worker; skill; profession; trade; craft; labor<br><small>工作 (gōng zuò); 工人 (gōng rén); 工资 (gōng zī)</small>,hsk2_expansion
始,shǐ<br>to begin; to start; then; only then<br><small>伊始 (yī shǐ); 倡始 (chàng shǐ); 创始 (chuàng shǐ)</small>,hsk2_expansion
满,mǎn<br>Manchu ethnic group<br><small>不满 (bù mǎn); 业满 (yè mǎn); 丰满 (fēng mǎn)</small>,hsk2_expansion
新,xīn<br>abbr. for Xinjiang 新疆[Xin1 jiang1]; abbr. for Singapore 新加坡[Xin1 jia1 po1]; surname Xin<br><small>上新 (shàng xīn); 全新 (quán xīn); 兰新 (lán xīn)</small>,hsk2_expansion
兵,bīng<br>soldiers; a force; an army; weapons; arms; military; warlike; CL:個|个[ge4]<br><small>举兵 (jǔ bīng); 交兵 (jiāo bīng); 伏兵 (fú bīng)</small>,hsk2_expansion
物,wù<br>(bound form) thing; (literary) the outside world as distinct from oneself; people other than oneself<br><small>万物 (wàn wù); 事物 (shì wù); 产物 (chǎn wù)</small>,hsk2_expansion
离,lí<br>mythical beast (archaic)<br><small>乖离 (guāi lí); 偏离 (piān lí); 分离 (fēn lí)</small>,hsk2_expansion
非,"fēi<br>abbr. for 非洲[Fei1 zhou1], Africa<br><small>东非 (dōng fēi); 中非 (zhōng fēi); 北非 (běi fēi)</small>",hsk2_expansion
虽,suī<br>although; even though<br><small>虽则 (suī zé); 虽是 (suī shì); 虽然 (suī rán)</small>,hsk2_expansion
云,yún<br>(classical) to say<br><small>上云 (shàng yún); 乌云 (wū yún); 云云 (yún yún)</small>,hsk2_expansion
似,shì<br>used in 似的[shi4 de5]<br><small>仿似 (fǎng shì); 似乎 (sì hū); 似地 (shì dì)</small>,hsk2_expansion
万,wàn<br>used in 万俟[Mo4 qi2]<br><small>万一 (wàn yī); 万万 (wàn wàn); 万丈 (wàn zhàng)</small>,hsk2_expansion
至,zhì<br>to arrive; most; to; until<br><small>乃至 (nǎi zhì); 之至 (zhī zhì); 以至 (yǐ zhì)</small>,hsk2_expansion
干,gàn<br>surname Gan<br><small>主干 (zhǔ gàn); 何干 (hé gān); 公干 (gōng gàn)</small>,hsk2_expansion
通,"tōng<br>to go through; to know well; (suffix) expert; to connect; to communicate; open; to clear; classifier for letters, telegrams, phone calls etc<br><small>三通 (sān tōng); 不通 (bù tōng); 串通 (chuàn tōng)</small>",hsk2_expansion
认,rèn<br>to recognize; to know; to admit<br><small>体认 (tǐ rèn); 供认 (gòng rèn); 公认 (gōng rèn)</small>,hsk2_expansion
失,shī<br>to lose; to miss; to fail<br><small>不失 (bù shī); 丢失 (diū shī); 丧失 (sàng shī)</small>,hsk2_expansion
火,huǒ<br>surname Huo<br><small>上火 (shàng huǒ); 举火 (jǔ huǒ); 交火 (jiāo huǒ)</small>,hsk2_expansion
哥,gē<br>elder brother<br><small>一哥 (yī gē); 二哥 (èr gē); 伟哥 (wěi gē)</small>,hsk3_expansion
士,shì<br>surname Shi<br><small>下士 (xià shì); 义士 (yì shì); 人士 (rén shì)</small>,hsk3_expansion
五,wǔ<br>five; 5<br><small>三五 (sān wǔ); 五一 (wǔ yī); 五七 (wǔ qī)</small>,hsk3_expansion
惊,jīng<br>to startle; to be frightened; to be scared; alarm<br><small>受惊 (shòu jīng); 可惊 (kě jīng); 吃惊 (chī jīng)</small>,hsk3_expansion
魔,mó<br>(bound form) evil spirit; devil; (prefix) supernatural; magical<br><small>中魔 (zhōng mó); 天魔 (tiān mó); 妖魔 (yāo mó)</small>,hsk3_expansion
竟,jìng<br>unexpectedly; actually; to go so far as to; indeed<br><small>未竟 (wèi jìng); 毕竟 (bì jìng); 究竟 (jiū jìng)</small>,hsk3_expansion
姐,jiě<br>older sister<br><small>一姐 (yī jiě); 唉姐 (āi jiě); 堂姐 (táng jiě)</small>,hsk3_expansion
